"id","date","tmax","tmin","prcp","year","month","day","city","lat","long","alt"
"JA000047401",2020-01-28,0.7,-9.3,0,"2020",1,28,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-29,-0.5,-6.1,0,"2020",1,29,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-30,-0.7,-7.3,4.1,"2020",1,30,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-31,-3.5,-11.2,10.4,"2020",1,31,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-01,-5.2,-10,1,"2020",2,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-02,-1.3,-6.8,0,"2020",2,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-03,-3.6,-7.6,0.5,"2020",2,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-04,-5.2,-10,0,"2020",2,4,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-05,-6.9,-7.9,2.5,"2020",2,5,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-06,-4.6,-10.6,3,"2020",2,6,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-07,-5.4,-10,2,"2020",2,7,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-08,-9.3,-10,1,"2020",2,8,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-09,-5.4,-11.3,3,"2020",2,9,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-10,-2.6,-7.7,1,"2020",2,10,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-11,0.8,-4.3,0,"2020",2,11,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-12,4.4,-0.8,0,"2020",2,12,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-13,3.8,-3.9,0,"2020",2,13,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-14,-2.3,-7.9,0,"2020",2,14,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-15,-3.1,-10.2,2.5,"2020",2,15,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-16,-3.7,-8,1,"2020",2,16,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-17,-3,-7.3,7.1,"2020",2,17,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-18,-3.1,-7.9,3.6,"2020",2,18,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-19,-0.6,-5.8,0,"2020",2,19,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-20,-0.6,-7.3,1,"2020",2,20,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-21,-2.3,-8,1,"2020",2,21,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-22,-3.6,-7.9,0,"2020",2,22,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-23,0.1,-9.3,5.1,"2020",2,23,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-24,-0.6,-7.3,0,"2020",2,24,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-25,1.6,-8.1,0,"2020",2,25,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-26,-2.3,-7.6,0,"2020",2,26,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-27,-1,-8.4,1,"2020",2,27,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-28,-2.1,-5.6,2,"2020",2,28,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-02-29,-2,-11.2,0,"2020",2,29,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-01,-3.4,-10.5,0,"2020",3,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-02,-2.5,-7.1,0,"2020",3,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-03,-3,-6.4,0,"2020",3,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-04,0.3,-4.9,0,"2020",3,4,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-05,1.9,-3.9,6.1,"2020",3,5,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-06,0.3,-4,0,"2020",3,6,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-07,2.1,-6.1,0,"2020",3,7,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-08,4.4,-0.8,2.5,"2020",3,8,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-09,5.7,-0.9,1,"2020",3,9,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-10,10.4,-0.2,0.5,"2020",3,10,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-11,14,9.3,6.1,"2020",3,11,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-12,3.5,-1,0,"2020",3,12,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-13,-5.3,-7.6,9.9,"2020",3,13,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-14,-2.3,-7.9,0,"2020",3,14,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-15,0.8,-5.1,0,"2020",3,15,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-16,-0.6,-3.8,0,"2020",3,16,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-17,0.4,-4,0,"2020",3,17,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-18,2.2,-2,0,"2020",3,18,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-19,8.3,4.2,0,"2020",3,19,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-20,-0.6,-5.8,4.1,"2020",3,20,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-21,4.3,0.2,5.1,"2020",3,21,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-22,7.7,3.5,0,"2020",3,22,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-23,4,-1.3,0,"2020",3,23,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-24,3.9,-0.8,0,"2020",3,24,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-25,5.8,0,0,"2020",3,25,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-26,3.7,-1.1,0,"2020",3,26,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-27,11.6,-0.5,0,"2020",3,27,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-28,-3,-7.6,5.1,"2020",3,28,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-29,8.9,0.1,0,"2020",3,29,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-30,7,3.5,0,"2020",3,30,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-03-31,13.9,5.1,0,"2020",3,31,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-01,14.2,7.4,0,"2020",5,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-02,14.3,8.4,4.1,"2020",5,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-03,9.9,9.7,1,"2020",5,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-04,-2.2,-5.9,20.1,"2020",5,4,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-05,8.7,3.8,4.1,"2020",5,5,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-06,21.2,13.3,0,"2020",5,6,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-07,10,3.7,0,"2020",5,7,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-08,11.1,6.5,0,"2020",5,8,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-09,9.9,9.2,0,"2020",5,9,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-10,2.1,-0.8,14,"2020",5,10,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-11,14,7.4,6.1,"2020",5,11,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-12,13.6,8.3,0,"2020",5,12,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-13,-9.3,-10,0,"2020",5,13,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-14,15.1,7.4,0,"2020",5,14,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-15,-0.6,-8.1,0,"2020",5,15,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-16,13.9,5.4,2,"2020",5,16,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-17,-3,-10.5,2,"2020",5,17,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-18,14,2.7,0,"2020",5,18,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-19,8.9,4,0,"2020",5,19,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-20,14.2,9,0,"2020",5,20,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-21,9,3.3,0,"2020",5,21,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-22,9,3.4,0,"2020",5,22,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-23,16.7,9.6,0,"2020",5,23,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-24,-2.3,-10.5,2,"2020",5,24,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-25,-2.1,-5.9,8.9,"2020",5,25,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-26,12.9,7.1,0.5,"2020",5,26,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-27,16.7,9.5,0,"2020",5,27,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-28,15.1,9.9,0,"2020",5,28,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-29,13.8,10.8,0,"2020",5,29,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-30,22,12.7,0,"2020",5,30,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-05-31,10,3.3,0,"2020",5,31,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-01,15.1,10.8,25.9,"2020",11,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-02,-2.3,-5.8,7.1,"2020",11,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-03,19.9,11.7,0.5,"2020",11,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-04,10.2,1.9,0.5,"2020",11,4,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-05,10.7,3.9,0,"2020",11,5,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-06,15.1,8.6,0,"2020",11,6,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-07,21.7,19.3,0.5,"2020",11,7,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-08,13.6,7.5,0,"2020",11,8,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-09,-0.7,-5.9,10.9,"2020",11,9,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-10,0.4,-1.3,11.9,"2020",11,10,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-11,4.4,-1.1,3,"2020",11,11,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-12,13.9,5.3,0,"2020",11,12,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-13,14.4,6.5,7.9,"2020",11,13,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-14,8.3,4.3,2,"2020",11,14,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-15,13.9,5.7,0,"2020",11,15,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-16,14.4,4.5,0,"2020",11,16,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-17,10.4,0.7,0.5,"2020",11,17,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-18,5.7,3.5,4.1,"2020",11,18,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-19,-5.4,-5,30,"2020",11,19,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-20,-3.7,-4.1,29,"2020",11,20,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-21,18.3,16,2,"2020",11,21,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-22,17.7,16.7,1.5,"2020",11,22,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-23,5.1,-1.2,2,"2020",11,23,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-24,5.8,-0.9,0.5,"2020",11,24,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-25,22,11.3,0,"2020",11,25,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-26,11,7.4,0.5,"2020",11,26,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-27,5.1,-1.9,0,"2020",11,27,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-28,21.2,12.7,0,"2020",11,28,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-29,8.9,4,0.5,"2020",11,29,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-11-30,18.3,20.2,1.5,"2020",11,30,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2021-01-01,-2.3,-6.1,2.5,"2021",1,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2021-01-02,-3.5,-9.3,0,"2021",1,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2021-01-03,-2.3,-6.1,1.5,"2021",1,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2021-01-04,11,7.1,4.1,"2021",1,4,"Wakkanai",45.415,141.678888888889,2.85
