"year","lat","long","alt","tmax","tmin","Ca_cumsum","month","day","species","Accum_Prcp","is_bloom"
2010,45.4856,-122.855499,63,20,9,1950.75,7,4,"emarginata",725,0
2010,45.4856,-122.855499,63,23.5,10.5,2261.5,7,20,"emarginata",725,0
2010,45.4856,-122.855499,63,29,11.5,2716,8,12,"emarginata",725,0
2010,45.4856,-122.855499,63,25.5,13,3578.75,9,29,"emarginata",793,0
2010,45.4856,-122.855499,63,13,8,3917.5,10,24,"emarginata",861,0
2010,45.4856,-122.855499,63,10,2.5,4103.5,11,11,"emarginata",970,0
2010,45.4856,-122.855499,63,-0.5,-7.5,4180,11,24,"emarginata",1065,0
2011,45.4856,-122.855499,63,7.5,4,98.5,1,21,"emarginata",112,0
2011,45.4856,-122.855499,63,12.5,4.5,150.25,1,29,"emarginata",117,0
2011,45.4856,-122.855499,63,10.5,2.5,239.5,2,13,"emarginata",136,0
2011,35.879211,-84.172203,284,17.5,3,175.75,2,19,"serrulata",135,0
2011,45.4856,-122.855499,63,1.5,-7,285.75,2,26,"emarginata",196,0
2011,35.879211,-84.172203,284,19.5,2.5,303.5,3,3,"serrulata",241,0
2011,45.4856,-122.855499,63,13.5,5,343.25,3,8,"emarginata",274,0
2011,47.468678,-121.74054,163,8,1,246.75,3,8,"emarginata",605,0
2011,47.468678,-121.74054,163,11,3.5,258.75,3,10,"emarginata",669,0
2011,35.879211,-84.172203,284,8.5,1.5,373.5,3,11,"serrulata",349,0
2011,45.4856,-122.855499,63,11.5,7,389,3,13,"emarginata",323,0
2011,35.879211,-84.172203,284,18.5,1,439.5,3,17,"serrulata",356,0
2011,45.4856,-122.855499,63,11,2,440.25,3,20,"emarginata",376,0
2011,35.879211,-84.172203,284,23.5,9.5,489,3,20,"serrulata",356,0
2011,35.879211,-84.172203,284,11.5,5.5,571,3,26,"serrulata",366,0
2011,45.4856,-122.855499,63,10,5,493.5,3,27,"emarginata",404,0
2011,35.879211,-84.172203,284,14.5,2,592.75,3,29,"serrulata",383,0
2011,45.4856,-122.855499,63,11,1.5,561.5,4,3,"emarginata",424,0
2011,35.879211,-84.172203,284,22.5,2.5,635.75,4,3,"serrulata",400,0
2011,38.886761,-77.041016,2,27.5,9.5,436.25,4,5,"yedoensis",266,1
2011,38.886761,-77.041016,2,27.5,9.5,436.25,4,5,"yedoensis",266,1
2011,38.886761,-77.041016,2,27.5,9.5,436.25,4,5,"yedoensis",266,1
2011,35.879211,-84.172203,284,28.5,15.5,726.25,4,9,"serrulata",433,1
2011,40.86618,-73.880226,23,13.5,2,323.5,4,9,"yedoensis",378,0
2011,40.86618,-73.880226,23,13.5,2,323.5,4,9,"yedoensis",378,0
2011,40.86618,-73.880226,23,13.5,2,323.5,4,9,"yedoensis",378,0
2011,45.4856,-122.855499,63,12,3,624,4,11,"emarginata",449,0
2011,35.879211,-84.172203,284,23.5,12,924.5,4,21,"serrulata",524,0
2011,39.502098,-104.79644,1826,28,12,1130.25,6,14,"emarginata",173,0
2011,39.502098,-104.79644,1826,33.5,13,2321.5,8,7,"emarginata",340,0
2011,47.639725,-122.294693,16,9.5,3,3726.75,11,28,"emarginata",832,0
2011,47.639725,-122.294693,16,6,0,3742.5,12,2,"emarginata",833,0
2012,38.302135,-120.258217,1585,15.5,2.5,283,2,22,"emarginata",211,0
2012,37.799515,-122.412834,46,22,8.5,629.25,2,24,"serrulata",113,0
2012,37.799515,-122.412834,46,22,8.5,629.25,2,24,"serrulata",113,0
2012,47.468678,-121.74054,163,5,-2.5,234.25,2,28,"emarginata",546,0
2012,47.468678,-121.74054,163,8,2.5,245.75,3,3,"emarginata",579,0
2012,47.468678,-121.74054,163,7.5,-5.5,260.25,3,7,"emarginata",607,0
2012,47.468678,-121.74054,163,5,1,280.75,3,11,"emarginata",639,0
2012,38.302135,-120.258217,1585,7,1.5,390.25,3,16,"emarginata",340,0
2012,47.468678,-121.74054,163,9,1,298.75,3,17,"emarginata",736,0
2012,47.468678,-121.74054,163,13,1,327,3,24,"emarginata",791,0
2012,47.468678,-121.74054,163,10.5,3,354.25,3,28,"emarginata",795,0
2012,37.799515,-122.412834,46,16,9,1008,3,29,"serrulata",284,1
2012,37.799515,-122.412834,46,16,9,1008,3,29,"serrulata",284,1
2012,38.302135,-120.258217,1585,14,2.5,523.25,4,16,"emarginata",621,0
2012,37.799515,-122.412834,46,18.5,10,1248.25,4,18,"serrulata",358,0
2012,37.799515,-122.412834,46,18.5,10,1248.25,4,18,"serrulata",358,0
2012,38.302135,-120.258217,1585,26,10.5,605.75,4,22,"emarginata",621,0
2012,38.302135,-120.258217,1585,19.5,8.5,636.25,4,24,"emarginata",621,0
2012,37.799515,-122.412834,46,18.5,13,2376.5,7,1,"serrulata",372,0
2012,37.799515,-122.412834,46,18.5,13,2376.5,7,1,"serrulata",372,0
2012,35.590618,-83.470062,1794,25,15,1610.25,7,5,"pensylvanica",1142,0
2012,35.590618,-83.470062,1794,25,15,1610.25,7,5,"pensylvanica",1142,0
2012,41.71357,-121.507545,1452,33,13,1396.75,7,10,"emarginata",293,0
2012,41.71357,-121.507545,1452,32.5,12.5,1466.5,7,13,"emarginata",293,0
2012,41.71357,-121.507545,1452,22.5,8,1540.25,7,17,"emarginata",293,0
2012,35.590618,-83.470062,1794,20.5,13,1842.25,7,18,"pensylvanica",1294,0
2012,35.590618,-83.470062,1794,20.5,13,1842.25,7,18,"pensylvanica",1294,0
2012,41.71357,-121.507545,1452,26,9.5,1589.75,7,20,"emarginata",293,0
2012,41.709045,-121.514771,1506,26,9.5,1550,7,20,"emarginata",346,0
2012,41.71357,-121.507545,1452,30,12,1695,7,25,"emarginata",293,0
2012,41.709045,-121.514771,1506,30,12,1655.25,7,25,"emarginata",346,0
2012,41.71357,-121.507545,1452,30.5,11.5,1819.25,7,31,"emarginata",293,0
2012,41.709045,-121.514771,1506,30.5,11.5,1779.5,7,31,"emarginata",346,0
2012,41.71357,-121.507545,1452,31.5,11.5,1840.75,8,1,"emarginata",293,0
2012,41.709045,-121.514771,1506,31.5,11.5,1801,8,1,"emarginata",346,0
2012,41.71357,-121.507545,1452,31.5,13,1954.75,8,6,"emarginata",293,0
2012,41.709045,-121.514771,1506,30.5,11.5,1935.75,8,7,"emarginata",346,0
2012,41.71357,-121.507545,1452,33,11,2019.5,8,9,"emarginata",293,0
2012,41.709045,-121.514771,1506,32.5,11,1979.75,8,9,"emarginata",346,0
2012,41.71357,-121.507545,1452,34,16.5,2140.25,8,14,"emarginata",293,0
2012,41.709045,-121.514771,1506,34,16.5,2100.5,8,14,"emarginata",346,0
2012,41.71357,-121.507545,1452,34,15.5,2190,8,16,"emarginata",293,0
2012,41.709045,-121.514771,1506,34,15.5,2150.5,8,16,"emarginata",346,0
2012,41.71357,-121.507545,1452,29.5,12,2302.25,8,21,"emarginata",294,0
2012,41.709045,-121.514771,1506,29,12,2262,8,21,"emarginata",348,0
2012,41.71357,-121.507545,1452,29,11.5,2342.5,8,23,"emarginata",294,0
2012,41.709045,-121.514771,1506,29,12,2302.25,8,23,"emarginata",348,0
2012,35.590618,-83.470062,1794,23,10.5,2521.5,8,28,"pensylvanica",1500,0
2012,35.590618,-83.470062,1794,23,10.5,2521.5,8,28,"pensylvanica",1500,0
2012,41.71357,-121.507545,1452,26,5.5,2447.25,8,29,"emarginata",294,0
2012,41.709045,-121.514771,1506,26,5.5,2405.75,8,29,"emarginata",348,0
2012,41.71357,-121.507545,1452,27.5,9.5,2483.75,8,31,"emarginata",294,0
2012,41.709045,-121.514771,1506,27.5,10,2442.5,8,31,"emarginata",348,0
2012,35.590618,-83.470062,1794,21,14,2628.5,9,3,"pensylvanica",1542,0
2012,35.590618,-83.470062,1794,21,14,2628.5,9,3,"pensylvanica",1542,0
2012,41.71357,-121.507545,1452,29.5,10,2558.25,9,4,"emarginata",294,0
2012,41.709045,-121.514771,1506,29.5,10,2517,9,4,"emarginata",348,0
2012,35.590618,-83.470062,1794,22.5,10.5,2694,9,7,"pensylvanica",1559,0
2012,35.590618,-83.470062,1794,22.5,10.5,2694,9,7,"pensylvanica",1559,0
2012,41.71357,-121.507545,1452,26,5,2688.25,9,11,"emarginata",294,0
2012,41.709045,-121.514771,1506,25.5,5.5,2646.5,9,11,"emarginata",348,0
2012,41.71357,-121.507545,1452,31,9.5,2726.25,9,13,"emarginata",294,0
2012,41.709045,-121.514771,1506,31,10,2684.75,9,13,"emarginata",348,0
2012,35.590618,-83.470062,1794,17.5,8,2778,9,14,"pensylvanica",1574,0
2012,35.590618,-83.470062,1794,17.5,8,2778,9,14,"pensylvanica",1574,0
2012,41.71357,-121.507545,1452,30,10,2822.25,9,18,"emarginata",294,0
2012,41.709045,-121.514771,1506,30,10,2780.5,9,18,"emarginata",348,0
2012,41.71357,-121.507545,1452,31,10.5,2863.75,9,20,"emarginata",294,0
2012,41.709045,-121.514771,1506,31,11,2822.25,9,20,"emarginata",348,0
2012,35.590618,-83.470062,1794,18,7,2860.75,9,21,"pensylvanica",1663,0
2012,35.590618,-83.470062,1794,18,7,2860.75,9,21,"pensylvanica",1663,0
2012,41.71357,-121.507545,1452,26.5,7,2965.25,9,26,"emarginata",294,0
2012,41.709045,-121.514771,1506,26.5,7.5,2923.5,9,26,"emarginata",348,0
2012,41.71357,-121.507545,1452,28.5,10.5,3003.25,9,28,"emarginata",294,0
2012,41.709045,-121.514771,1506,28.5,10.5,2961.75,9,28,"emarginata",348,0
2012,35.590618,-83.470062,1794,19,10,2944,9,28,"pensylvanica",1663,0
2012,35.590618,-83.470062,1794,19,10,2944,9,28,"pensylvanica",1663,0
2012,41.71357,-121.507545,1452,30,9,3059.75,10,1,"emarginata",294,0
2012,41.709045,-121.514771,1506,30,9,3018,10,1,"emarginata",348,0
2012,35.590618,-83.470062,1794,17.5,4.5,3024.75,10,5,"pensylvanica",1755,0
2012,35.590618,-83.470062,1794,17.5,4.5,3024.75,10,5,"pensylvanica",1755,0
2012,41.71357,-121.507545,1452,21,3.5,3171.75,10,9,"emarginata",294,0
2012,41.709045,-121.514771,1506,21,4,3129.5,10,9,"emarginata",348,0
2012,35.590618,-83.470062,1794,15.5,2,3073.25,10,12,"pensylvanica",1771,0
2012,35.590618,-83.470062,1794,15.5,2,3073.25,10,12,"pensylvanica",1771,0
2012,41.71357,-121.507545,1452,18.5,5,3263.25,10,16,"emarginata",302,0
2012,41.709045,-121.514771,1506,18,4,3220.75,10,16,"emarginata",358,0
2012,35.590618,-83.470062,1794,11.5,0.5,3141.5,10,21,"pensylvanica",1791,0
2012,35.590618,-83.470062,1794,11.5,0.5,3141.5,10,21,"pensylvanica",1791,0
2012,41.71357,-121.507545,1452,7,-1.5,3313,10,22,"emarginata",311,0
2012,41.709045,-121.514771,1506,6,-1.5,3268.5,10,22,"emarginata",369,0
2012,35.590618,-83.470062,1794,18,8,3201.75,10,26,"pensylvanica",1791,0
2012,35.590618,-83.470062,1794,18,8,3201.75,10,26,"pensylvanica",1791,0
2012,41.71357,-121.507545,1452,21,4.5,3424.75,11,5,"emarginata",354,0
2012,41.709045,-121.514771,1506,21,4.5,3378,11,5,"emarginata",420,0
2012,41.71357,-121.507545,1452,9,-1,3455.75,11,13,"emarginata",364,0
2012,41.709045,-121.514771,1506,8.5,-1,3407.75,11,13,"emarginata",431,0
2013,37.243382,-80.427132,651,-1,-10.5,136.25,2,17,"serrulata",215,0
2013,37.243382,-80.427132,651,4,-7,138.25,2,21,"serrulata",216,0
2013,39.731804,-104.961166,1639,3,-11.5,116.25,2,26,"serrulata",32,0
2013,39.731804,-104.961166,1639,3,-11.5,116.25,2,26,"yedoensis",32,0
2013,35.879211,-84.172203,284,3.5,-4,319.25,3,3,"serrulata",409,0
2013,35.879211,-84.172203,284,5.5,-1,325.5,3,6,"serrulata",445,0
2013,37.243382,-80.427132,651,1.5,-3,151.75,3,7,"serrulata",245,0
2013,35.879211,-84.172203,284,15,-1,336.75,3,9,"serrulata",446,0
2013,37.243382,-80.427132,651,16.5,1,166.25,3,11,"serrulata",245,0
2013,37.799515,-122.412834,46,19.5,7.5,747.75,3,12,"serrulata",47,0
2013,37.799515,-122.412834,46,19.5,7.5,747.75,3,12,"serrulata",47,0
2013,35.879211,-84.172203,284,15,2.5,370.5,3,12,"serrulata",468,0
2013,37.243382,-80.427132,651,3.5,-5.5,179,3,14,"serrulata",271,0
2013,35.879211,-84.172203,284,15,-1.5,384.25,3,15,"serrulata",468,0
2013,35.879211,-84.172203,284,24,11,416.25,3,17,"serrulata",468,0
2013,35.879211,-84.172203,284,17,1.5,440.5,3,19,"serrulata",495,0
2013,35.879211,-84.172203,284,14.5,-0.5,447.5,3,20,"serrulata",495,0
2013,37.243382,-80.427132,651,8.5,-6,208.5,3,21,"serrulata",290,0
2013,37.799515,-122.412834,46,19.5,6.5,890.5,3,23,"serrulata",52,1
2013,37.799515,-122.412834,46,19.5,6.5,890.5,3,23,"serrulata",52,1
2013,35.879211,-84.172203,284,10,0.5,456.5,3,23,"serrulata",495,0
2013,35.879211,-84.172203,284,9,0,469.5,3,25,"serrulata",518,0
2013,39.731804,-104.961166,1639,5,-10.5,222,3,26,"serrulata",74,0
2013,39.731804,-104.961166,1639,5,-10.5,222,3,26,"yedoensis",74,0
2013,35.879211,-84.172203,284,12.5,-3,479.75,3,28,"serrulata",520,0
2013,35.879211,-84.172203,284,13,3,493,3,30,"serrulata",529,0
2013,35.879211,-84.172203,284,17.5,4.5,515.75,4,1,"serrulata",552,0
2013,37.243382,-80.427132,651,12.5,4,235.5,4,1,"serrulata",315,0
2013,37.243382,-80.427132,651,9.5,-3.5,246.5,4,4,"serrulata",315,0
2013,35.879211,-84.172203,284,13.5,4,547.5,4,5,"serrulata",573,0
2013,35.879211,-84.172203,284,20.5,2.5,559,4,6,"serrulata",573,0
2013,35.879211,-84.172203,284,24,9.5,590.25,4,8,"serrulata",573,0
2013,35.879211,-84.172203,284,28.5,12.5,629.5,4,10,"serrulata",573,1
2013,35.879211,-84.172203,284,23,10,667.5,4,12,"serrulata",599,1
2013,35.879211,-84.172203,284,21.5,6,694,4,14,"serrulata",599,1
2013,37.243382,-80.427132,651,21.5,5.5,384.5,4,15,"serrulata",373,0
2013,35.879211,-84.172203,284,26.5,15,751.25,4,17,"serrulata",600,1
2013,37.243382,-80.427132,651,22.5,12,431.5,4,18,"serrulata",380,1
2013,41.71357,-121.507545,1452,14.5,1.5,357.75,4,19,"emarginata",74,0
2013,35.879211,-84.172203,284,18.5,1,799.5,4,20,"serrulata",641,1
2013,37.243382,-80.427132,651,19,2,459.25,4,20,"serrulata",398,1
2013,41.709045,-121.514771,1506,14.5,0.5,368.25,4,22,"emarginata",88,0
2013,37.243382,-80.427132,651,12.5,-0.5,471.75,4,22,"serrulata",398,1
2013,37.243382,-80.427132,651,14.5,0.5,479.25,4,23,"serrulata",398,1
2013,35.879211,-84.172203,284,22.5,7.5,852.5,4,24,"serrulata",641,1
2013,35.562538,-83.497864,2017,12.5,2,307.25,4,27,"pensylvanica",940,0
2013,35.562538,-83.497864,2017,12.5,2,307.25,4,27,"pensylvanica",940,0
2013,35.562538,-83.497864,2017,12.5,2,307.25,4,27,"pensylvanica",940,0
2013,35.879211,-84.172203,284,14.5,11,900.75,4,28,"serrulata",694,0
2013,41.71357,-121.507545,1452,15,-1,473.75,4,30,"emarginata",74,0
2013,35.879211,-84.172203,284,25,10,933.5,4,30,"serrulata",728,0
2013,41.709045,-121.514771,1506,17,-2.5,465,5,1,"emarginata",88,0
2013,37.243382,-80.427132,651,18.5,9.5,587,5,2,"serrulata",411,1
2013,35.879211,-84.172203,284,25,12.5,990,5,3,"serrulata",728,0
2013,35.879211,-84.172203,284,18.5,6.5,1043.75,5,7,"serrulata",807,0
2013,41.71357,-121.507545,1452,18.5,5.5,567.75,5,8,"emarginata",96,1
2013,35.879211,-84.172203,284,25,11,1078.25,5,9,"serrulata",812,0
2013,35.879211,-84.172203,284,21,9,1129.75,5,12,"serrulata",817,0
2013,41.71357,-121.507545,1452,24,5,668.5,5,14,"emarginata",106,1
2013,41.709045,-121.514771,1506,23.5,5,649.75,5,14,"emarginata",126,0
2013,35.879211,-84.172203,284,24,17,1258.25,5,19,"serrulata",850,0
2013,41.71357,-121.507545,1452,11,-5,743,5,22,"emarginata",113,1
2013,41.709045,-121.514771,1506,10.5,-5,721.5,5,22,"emarginata",133,1
2013,35.879211,-84.172203,284,27,11.5,1417.75,5,27,"serrulata",862,0
2013,35.590618,-83.470062,1794,20,10,646.5,5,28,"pensylvanica",1121,0
2013,35.590618,-83.470062,1794,20,10,646.5,5,28,"pensylvanica",1121,0
2013,41.71357,-121.507545,1452,18.5,0,818.75,5,30,"emarginata",123,1
2013,41.709045,-121.514771,1506,18.5,0,795.5,5,30,"emarginata",145,1
2013,35.879211,-84.172203,284,28,18.5,1559,6,2,"serrulata",878,0
2013,35.879211,-84.172203,284,28,18,1694.25,6,8,"serrulata",934,0
2013,41.71357,-121.507545,1452,21,4.5,1055.5,6,12,"emarginata",123,0
2013,41.709045,-121.514771,1506,20.5,4.5,1030,6,12,"emarginata",145,1
2013,41.71357,-121.507545,1452,15.5,2,1148.75,6,19,"emarginata",125,0
2013,41.709045,-121.514771,1506,15,2,1122,6,19,"emarginata",147,1
2013,35.879211,-84.172203,284,29.5,18.5,2002.25,6,21,"serrulata",1006,0
2013,41.71357,-121.507545,1452,27,10.5,1255,6,27,"emarginata",146,0
2013,41.709045,-121.514771,1506,27,10.5,1226.25,6,27,"emarginata",168,0
2013,41.71357,-121.507545,1452,27.5,10,1595.25,7,12,"emarginata",146,0
2013,41.709045,-121.514771,1506,27,10.5,1565.5,7,12,"emarginata",168,0
2013,35.879211,-84.172203,284,33,21,2661.75,7,18,"serrulata",1227,0
2013,41.71357,-121.507545,1452,35.5,13.5,1742.5,7,19,"emarginata",146,0
2013,41.709045,-121.514771,1506,35.5,13.5,1712.75,7,19,"emarginata",168,0
2013,41.71357,-121.507545,1452,33.5,16.5,1868.25,7,24,"emarginata",146,0
2013,41.709045,-121.514771,1506,33,16.5,1838.5,7,24,"emarginata",168,0
2013,41.71357,-121.507545,1452,28.5,13.5,2022.75,7,31,"emarginata",146,0
2013,41.709045,-121.514771,1506,28,13.5,1992.25,7,31,"emarginata",168,0
2013,35.879211,-84.172203,284,30,17.5,3021.5,8,2,"serrulata",1271,0
2013,35.879211,-84.172203,284,29,21.5,3143,8,7,"serrulata",1272,0
2013,41.71357,-121.507545,1452,24,8.5,2174.25,8,8,"emarginata",146,0
2013,41.709045,-121.514771,1506,23.5,9,2143.25,8,8,"emarginata",168,0
2013,41.71357,-121.507545,1452,30,12.5,2325.25,8,16,"emarginata",146,0
2013,41.709045,-121.514771,1506,29.5,12.5,2293,8,16,"emarginata",168,0
2013,41.71357,-121.507545,1452,27,10.5,2457.5,8,22,"emarginata",148,0
2013,41.709045,-121.514771,1506,26,10.5,2424.5,8,22,"emarginata",169,0
2013,35.879211,-84.172203,284,30.5,19,3551,8,24,"serrulata",1374,0
2013,35.562538,-83.497864,2017,18.5,8.5,1927.25,8,27,"pensylvanica",1921,0
2013,35.562538,-83.497864,2017,18.5,8.5,1927.25,8,27,"pensylvanica",1921,0
2013,35.562538,-83.497864,2017,18.5,8.5,1927.25,8,27,"pensylvanica",1921,0
2013,41.71357,-121.507545,1452,26.5,12,2580.75,8,29,"emarginata",151,0
2013,41.709045,-121.514771,1506,25.5,12,2546.75,8,29,"emarginata",172,0
2013,35.590618,-83.470062,1794,22,13.5,2105.25,8,29,"pensylvanica",1866,0
2013,35.590618,-83.470062,1794,22,13.5,2105.25,8,29,"pensylvanica",1866,0
2013,35.562538,-83.497864,2017,21,13,1959,8,29,"pensylvanica",1921,0
2013,35.562538,-83.497864,2017,21,13,1959,8,29,"pensylvanica",1921,0
2013,35.562538,-83.497864,2017,21,13,1959,8,29,"pensylvanica",1921,0
2013,37.225681,-80.421638,631,27,12,3038.5,9,4,"serrulata",1032,0
2013,41.71357,-121.507545,1452,24,7,2709.5,9,5,"emarginata",151,0
2013,41.709045,-121.514771,1506,23,7,2674,9,5,"emarginata",172,0
2013,35.590618,-83.470062,1794,21.5,10.5,2220.75,9,5,"pensylvanica",1903,0
2013,35.590618,-83.470062,1794,21.5,10.5,2220.75,9,5,"pensylvanica",1903,0
2013,35.562538,-83.497864,2017,21,10,2068.25,9,5,"pensylvanica",1956,0
2013,35.562538,-83.497864,2017,21,10,2068.25,9,5,"pensylvanica",1956,0
2013,35.562538,-83.497864,2017,21,10,2068.25,9,5,"pensylvanica",1956,0
2013,35.590618,-83.470062,1794,22.5,10.5,2237.25,9,6,"pensylvanica",1903,0
2013,35.590618,-83.470062,1794,22.5,10.5,2237.25,9,6,"pensylvanica",1903,0
2013,35.562538,-83.497864,2017,22,10,2084.25,9,6,"pensylvanica",1956,0
2013,35.562538,-83.497864,2017,22,10,2084.25,9,6,"pensylvanica",1956,0
2013,35.562538,-83.497864,2017,22,10,2084.25,9,6,"pensylvanica",1956,0
2013,37.225681,-80.421638,631,24.5,11.5,3094.25,9,7,"serrulata",1032,0
2013,35.879211,-84.172203,284,32,19,3967.75,9,10,"serrulata",1406,0
2013,37.225681,-80.421638,631,26,16,3155.5,9,10,"serrulata",1032,0
2013,41.71357,-121.507545,1452,30.5,15,2845.25,9,12,"emarginata",151,0
2013,41.709045,-121.514771,1506,30.5,15,2809.25,9,12,"emarginata",172,0
2013,37.225681,-80.421638,631,28,16,3223.5,9,13,"serrulata",1032,0
2013,37.225681,-80.421638,631,22.5,8,3266.75,9,16,"serrulata",1032,0
2013,41.71357,-121.507545,1452,19.5,1.5,2946,9,18,"emarginata",166,0
2013,41.709045,-121.514771,1506,19,1.5,2908,9,18,"emarginata",187,0
2013,37.225681,-80.421638,631,19,8,3307.5,9,19,"serrulata",1032,0
2013,35.590618,-83.470062,1794,14.5,9.5,2422.25,9,19,"pensylvanica",1934,0
2013,35.590618,-83.470062,1794,14.5,9.5,2422.25,9,19,"pensylvanica",1934,0
2013,35.562538,-83.497864,2017,13.5,8.5,2260,9,19,"pensylvanica",1992,0
2013,35.562538,-83.497864,2017,13.5,8.5,2260,9,19,"pensylvanica",1992,0
2013,35.562538,-83.497864,2017,13.5,8.5,2260,9,19,"pensylvanica",1992,0
2013,35.879211,-84.172203,284,28.5,16.5,4185.75,9,20,"serrulata",1424,0
2013,35.590618,-83.470062,1794,19,11,2437.25,9,20,"pensylvanica",1934,0
2013,35.590618,-83.470062,1794,19,11,2437.25,9,20,"pensylvanica",1934,0
2013,35.562538,-83.497864,2017,18.5,10.5,2274.5,9,20,"pensylvanica",1992,0
2013,35.562538,-83.497864,2017,18.5,10.5,2274.5,9,20,"pensylvanica",1992,0
2013,35.562538,-83.497864,2017,18.5,10.5,2274.5,9,20,"pensylvanica",1992,0
2013,37.225681,-80.421638,631,19.5,9.5,3359,9,22,"serrulata",1064,0
2013,37.225681,-80.421638,631,22,10,3404,9,25,"serrulata",1064,0
2013,35.590618,-83.470062,1794,14.5,10,2510.5,9,26,"pensylvanica",2025,0
2013,35.590618,-83.470062,1794,14.5,10,2510.5,9,26,"pensylvanica",2025,0
2013,35.562538,-83.497864,2017,14,9,2343.25,9,26,"pensylvanica",2087,0
2013,35.562538,-83.497864,2017,14,9,2343.25,9,26,"pensylvanica",2087,0
2013,35.562538,-83.497864,2017,14,9,2343.25,9,26,"pensylvanica",2087,0
2013,35.562538,-83.497864,2017,13.5,5,2352.5,9,27,"pensylvanica",2087,0
2013,35.562538,-83.497864,2017,13.5,5,2352.5,9,27,"pensylvanica",2087,0
2013,35.562538,-83.497864,2017,13.5,5,2352.5,9,27,"pensylvanica",2087,0
2013,35.879211,-84.172203,284,26,13.5,4340.25,9,28,"serrulata",1526,0
2013,37.225681,-80.421638,631,21.5,9,3450,9,28,"serrulata",1065,0
2013,38.886761,-77.041016,2,22.5,13,4181.5,9,28,"yedoensis",801,0
2013,38.886761,-77.041016,2,22.5,13,4181.5,9,28,"yedoensis",801,0
2013,38.886761,-77.041016,2,22.5,13,4181.5,9,28,"yedoensis",801,0
2013,37.225681,-80.421638,631,21.5,9,3491.25,10,1,"serrulata",1065,0
