"city","Atmax2019.10","Atmin2019.10","Aprcp2019.10","Atmax2019.11","Atmin2019.11","Aprcp2019.11","Atmax2019.12","Atmin2019.12","Aprcp2019.12","Atmax2020.1","Atmin2020.1","Aprcp2020.1","Atmax2020.2","Atmin2020.2","Aprcp2020.2","Atmax2020.3","Atmin2020.3","Aprcp2020.3","Atmax2020.4","Atmin2020.4","Aprcp2020.4","Atmax2020.10","Atmin2020.10","Aprcp2020.10","Atmax2020.11","Atmin2020.11","Aprcp2020.11","Atmax2020.12","Atmin2020.12","Aprcp2020.12","Atmax2021.1","Atmin2021.1","Aprcp2021.1","Atmax2021.2","Atmin2021.2","Aprcp2021.2","Atmax2021.3","Atmin2021.3","Aprcp2021.3","Atmax2021.4","Atmin2021.4","Aprcp2021.4","Atmax2021.10","Atmin2021.10","Aprcp2021.10","Atmax2021.11","Atmin2021.11","Aprcp2021.11","Atmax2021.12","Atmin2021.12","Aprcp2021.12","Atmax2022.1","Atmin2022.1","Aprcp2022.1","Atmax2022.2","Atmin2022.2","Aprcp2022.2","Atmax2022.3","Atmin2022.3","Aprcp2022.3","Atmax2022.4","Atmin2022.4","Aprcp2022.4"
"Kyoto","24.2258064516129","14.6677419354839","6.93870967741935","17.8066666666667","7.18333333333333","0.856666666666667","12.2677419354839","3.96774193548387","1.52258064516129","11.3064516129032","3.05161290322581","2.01935483870968","11.3379310344828","2.33103448275862","1.56551724137931","15.4774193548387","4.72903225806452","6.78387096774194","18.64","6.96333333333333","4.09333333333333","22.6451612903226","12.9354838709677","5.64193548387097","18.3033333333333","7.9","2.01333333333333","17.3258064516129","7.83548387096774","4.02258064516129","11.2096774193548","2.04193548387097","2.51935483870968","13.0035714285714","3.06428571428571","2.83928571428571","17.4741935483871","5.8","4.69677419354839","20.7333333333333","9.52666666666667","6.82333333333333","24.6838709677419","14.8677419354839","1.36774193548387","17.7366666666667","7.52333333333333","1.71","11.6612903225806","3.78064516129032","3.03870967741935","8.22258064516129","0.461290322580645","1.34838709677419","9.64642857142857","0.0321428571428571","0.632142857142857","15.4612903225806","4.76451612903226","3.13225806451613","22.06","11.1133333333333","5.04333333333333"
"Muroran","17.8193548387097","10.7645161290323","4.03225806451613","8.33","1.68","1.40333333333333","4.53870967741936","-0.683870967741935","2.03548387096774","1.57741935483871","-3.30645161290323","1.76451612903226","1.78965517241379","-3.48620689655172","1.59655172413793","6.88387096774194","0.267741935483871","3.43870967741935","10.8133333333333","2.68333333333333","2.13666666666667","16.9483870967742","10.6129032258065","2.24838709677419","11.0333333333333","4.31333333333333","2.34333333333333","8.1","2.90967741935484","0.796774193548387","2.49032258064516","-2.77096774193548","2.41290322580645","1.20357142857143","-3.85","2.67857142857143","7.3258064516129","0.62258064516129","3.11612903225806","11.2666666666667","3.27333333333333","3.61333333333333","16.5064516129032","9.5","3.44193548387097","11.8966666666667","6.18666666666667","4.55","3.29032258064516","-1.29677419354839","2.23225806451613","1.2258064516129","-3.8","2.43548387096774","1.00714285714286","-3.78928571428571","1.09285714285714","6.14193548387097","-0.283870967741935","2.2","12.99","3.64333333333333","0.556666666666667"
"Nara","23.8645161290323","14.7064516129032","9.00967741935484","17.5533333333333","5.91","0.996666666666667","12.6322580645161","3.00322580645161","2.27096774193548","11.641935483871","2.29354838709677","2.28064516129032","11.2620689655172","1.87586206896552","2.65862068965517","15.2709677419355","3.23548387096774","3.95806451612903","18.6133333333333","6.63333333333333","4.14","22.2612903225806","12.1677419354839","10.8741935483871","18.9533333333333","7.15666666666667","1.17666666666667","16.3451612903226","6.63870967741935","1.06451612903226","11.2290322580645","2.25161290322581","4.44838709677419","13.2821428571429","2.7","2.28571428571429","17.5709677419355","5.26774193548387","4.00322580645161","20.78","8.32666666666667","5.39","24.3096774193548","12.7806451612903","1.93225806451613","18.0366666666667","7.02","2.10333333333333","11.941935483871","2.75483870967742","3.12258064516129","8.32903225806452","-0.903225806451613","0.751612903225806","10.2428571428571","0.339285714285714","0.553571428571429","15.9258064516129","4.4741935483871","3.54838709677419","21.4866666666667","9.45333333333333","3.78"
"Obihiro","16.6967741935484","6.41290322580645","4.83870967741935","7.28666666666667","-2.20333333333333","1.27666666666667","1.30322580645161","-8.09354838709677","0.661290322580645","0.425806451612903","-11.558064516129","1.23225806451613","1.09310344827586","-12.6758620689655","1.31034482758621","7.0741935483871","-4.4","2.37096774193548","11.7066666666667","-0.243333333333333","3.20666666666667","16.9709677419355","6.12258064516129","2.9258064516129","10.2566666666667","0.12","0.736666666666667","7.76774193548387","-1.66774193548387","0.52258064516129","0.632258064516129","-11.9774193548387","2.80967741935484","2.18214285714286","-11.0214285714286","1.71428571428571","8.06129032258064","-4.43870967741935","1.93870967741935","14.33","1.26333333333333","4.43333333333333","16.2677419354839","5.31612903225806","3.69354838709677","9.97333333333333","1.76666666666667","4.92666666666667","2.72903225806452","-6.33225806451613","0.867741935483871","-1.05806451612903","-13.3064516129032","2.45806451612903","0.6","-11.6321428571429","0.75","6.81612903225806","-5.45806451612903","1.74516129032258","16.0733333333333","1.7","0.0333333333333333"
"Okayama","24.6096774193548","14.9967741935484","3.48064516129032","18.0566666666667","6.63","0.236666666666667","12.8903225806452","1.73225806451613","1.41612903225806","12.1967741935484","1.31290322580645","1.78387096774194","12.3","0.627586206896552","1.4551724137931","15.7806451612903","3.48709677419355","2.77096774193548","18.73","5.75333333333333","5.27666666666667","23.058064516129","11.658064516129","3.8","19.2833333333333","7.04","1.56333333333333","16.2032258064516","5.45161290322581","3.24516129032258","12.3451612903226","0.909677419354839","4.43548387096774","13.3178571428571","1.68214285714286","1.41428571428571","17.0709677419355","4.61290322580645","1.91612903225806","20.71","6.97333333333333","2.97333333333333","24.6870967741935","12.9290322580645","0.490322580645161","17.92","6.22333333333333","2.47666666666667","12.458064516129","2.02903225806452","0.996774193548387","9.93225806451613","-1.14838709677419","0.293548387096774","9.83928571428571","-1.625","0.553571428571429","16.4774193548387","4.52903225806452","3.01290322580645","22.3766666666667","10.14","3.27666666666667"
"Saga","25.2322580645161","14.1032258064516","3.29032258064516","19.6533333333333","8.86333333333333","0.956666666666667","13.6741935483871","3.72258064516129","4.02258064516129","13.0387096774194","3.54193548387097","3.53548387096774","13.6137931034483","3.69655172413793","4.5","17.2612903225806","6.19032258064516","4.91935483870968","19.5166666666667","7.80333333333333","3.36333333333333","24.241935483871","12.958064516129","2.64516129032258","19.3433333333333","8.91666666666667","1.78666666666667","18.4032258064516","8.93548387096774","4.9","13.0193548387097","3.49677419354839","7.82903225806452","15.0142857142857","5.7","17.875","18.5258064516129","7.31290322580645","3.67096774193548","22.4133333333333","9.89333333333333","3.99666666666667","26.5451612903226","15.6387096774194","0.112903225806452","18.5266666666667","7.92","2.96","12.2290322580645","3.21612903225806","0.67741935483871","11.0967741935484","2.0741935483871","1.63870967741935","10.475","1.33571428571429","0.853571428571429","17.2677419354839","5.46774193548387","7.65806451612903","21.7533333333333","10.6566666666667","4.87666666666667"
"Shimonoseki","24.0483870967742","17.3645161290323","3.66774193548387","18.48","11.5066666666667","0.27","13.3483870967742","6.96774193548387","2.38064516129032","11.9387096774194","5.88387096774194","5.18387096774194","12.348275862069","6.00344827586207","2.5448275862069","15.058064516129","8","6.84193548387097","17.42","9.5","3.10666666666667","22.9612903225806","15.8193548387097","1.91612903225806","18.0933333333333","11.13","0.78","15.2064516129032","9.11935483870968","0.967741935483871","11.5548387096774","5.46451612903226","9.97096774193548","13.1535714285714","6.56785714285714","4.71785714285714","16.5387096774194","8.80967741935484","3.37096774193548","19.5733333333333","11.6366666666667","2","24.3709677419355","17.4354838709677","0.57741935483871","17.6333333333333","10.5733333333333","3.20666666666667","12.758064516129","6.45806451612903","0.458064516129032","10.2161290322581","3.67741935483871","0.893548387096774","9.41071428571429","2.72142857142857","1.325","15.5064516129032","8.1741935483871","2.98709677419355","20.5833333333333","12.32","4.30333333333333"
"Shizuoka","24.8129032258065","16.9258064516129","9.69032258064516","20.12","10.2633333333333","4.14","16.2354838709677","6.77096774193548","3.54193548387097","14.1","4.81935483870968","3.60322580645161","14.3965517241379","4.64827586206897","3.59310344827586","17.5322580645161","7.29032258064516","6.38064516129032","19.7","9.56666666666667","8.36","23.0161290322581","14.3032258064516","6.66129032258065","20.4566666666667","10.4733333333333","0.89","17.3032258064516","8.0741935483871","0.525806451612903","13.2935483870968","2.71290322580645","7.44516129032258","14.6821428571429","3.82142857142857","4.625","18.0838709677419","8.92903225806452","12.958064516129","20.3866666666667","10.9833333333333","7.51","23.9709677419355","14.6290322580645","3.21612903225806","19.4866666666667","9.51666666666667","3.60666666666667","14.6516129032258","4.56774193548387","3.10322580645161","11.8548387096774","0.741935483870968","0.712903225806452","11.7678571428571","1.24285714285714","2.00357142857143","17.241935483871","6.00645161290323","5.38064516129032","20.59","10.5266666666667","11.0266666666667"
"Toyama","21.6870967741935","13.0516129032258","9.22903225806452","16.56","6.70666666666667","4.70666666666667","11.2774193548387","3.06451612903226","6.35161290322581","9.76774193548387","2.02903225806452","6.48387096774194","9.89655172413793","1.26896551724138","5.68275862068965","13.0354838709677","2.64838709677419","5.44516129032258","16.3","4.99","5.69","21.2451612903226","11.3129032258065","3.05806451612903","17.27","7.41","5.08","15.3548387096774","7.7258064516129","7.49354838709677","8.06451612903226","2.13548387096774","11.5225806451613","9.73214285714286","0.992857142857143","8.87857142857143","14.7838709677419","4.95806451612903","3.31612903225806","17.0666666666667","5.86666666666667","4.70333333333333","22.7258064516129","12.9709677419355","4.7741935483871","16.2333333333333","7.05","5.63666666666667","9.27741935483871","2.66129032258065","11.3193548387097","4.98064516129032","-0.119354838709677","8.4741935483871","6.28214285714286","-0.342857142857143","7.44642857142857","13.1354838709677","3.47741935483871","3.55806451612903","19.0733333333333","8.22333333333333","5.33"
"Utsunomiya","21.6516129032258","14.0290322580645","17.0032258064516","16.45","6.70333333333333","3.13333333333333","11.4483870967742","1.34838709677419","0.841935483870968","10.3967741935484","-0.0838709677419355","2.40967741935484","11.6758620689655","-0.682758620689655","0.862068965517241","15.5096774193548","3.25483870967742","3.96451612903226","17.9966666666667","5.69333333333333","5.83333333333333","20.6741935483871","11.2806451612903","4.56451612903226","17.1933333333333","6.6","1.14333333333333","14.5354838709677","4.2741935483871","4.50967741935484","10.358064516129","-0.9","0.416129032258065","11.8892857142857","-0.425","1.57857142857143","16.6290322580645","4.55483870967742","5.60967741935484","19.5333333333333","8.46666666666667","3.45666666666667","21.5032258064516","11.8096774193548","3.50322580645161","17.4933333333333","5.54666666666667","2.05666666666667","11.2516129032258","0.287096774193548","2.69354838709677","8.12258064516129","-3.64838709677419","0.164516129032258","10","-1.93571428571429","1.18214285714286","15.7161290322581","2.80967741935484","2.51612903225806","19.8733333333333","6.99","4.81333333333333"
"Wakayama","24.358064516129","15.5774193548387","7.64516129032258","18.3","8.79666666666667","0.5","13.8677419354839","4.97741935483871","3.00967741935484","11.9612903225806","3.46129032258065","3.17741935483871","12.0310344827586","3.49655172413793","2.11034482758621","16.0193548387097","6.2741935483871","2.57741935483871","17.8533333333333","7.74","3.39333333333333","22.6967741935484","14.5129032258065","10.0741935483871","19.42","9.78666666666667","2.73666666666667","16.0161290322581","7.63225806451613","2.68709677419355","12.1129032258065","4.62903225806452","3.09032258064516","12.6714285714286","3.86071428571429","1.19642857142857","17.4451612903226","7.45806451612903","4.28709677419355","20.0366666666667","9.75333333333333","5.86666666666667","24.6064516129032","15.4903225806452","1.3741935483871","18.3033333333333","8.78666666666667","2.43666666666667","12.9483870967742","4.16774193548387","3.44193548387097","9.61290322580645","1.39354838709677","0.903225806451613","9.63214285714286","1.26428571428571","1.05357142857143","15.8225806451613","5.9258064516129","2.38064516129032","20.9533333333333","12.2133333333333","3"
"Yamagata","20.1935483870968","9.80645161290323","4.55483870967742","13.16","3.26666666666667","0.783333333333333","8.09032258064516","-0.664516129032258","1.34193548387097","7.04516129032258","-1.20645161290323","2.59677419354839","7.08965517241379","-2.33448275862069","2.26206896551724","11.7161290322581","0.345161290322581","2.20645161290323","14.8866666666667","2.84666666666667","5.08666666666667","18.5548387096774","8.52903225806452","1.37096774193548","13.4866666666667","3.58333333333333","1.48333333333333","11.3032258064516","3.38387096774194","3.44838709677419","5.45483870967742","-2.56774193548387","1.56451612903226","6.08571428571429","-2.36428571428571","3.28571428571429","12.3967741935484","1.44838709677419","1.61935483870968","16.7666666666667","3.47333333333333","2.24","19.8322580645161","8.64193548387097","3.39354838709677","14.0933333333333","3.60666666666667","4.5","6.77096774193548","-0.0129032258064516","4.8741935483871","2.29354838709677","-4.13870967741935","3.01935483870968","3.71785714285714","-3.34642857142857","3.28214285714286","9.45483870967742","-0.780645161290323","2.75483870967742","18.6433333333333","4.13666666666667","2.79"
"Yokohama","23.3967741935484","15.8387096774194","15.4129032258065","18.9933333333333","10.4966666666667","3.88666666666667","13.3806451612903","5.82258064516129","4.43548387096774","11.6935483870968","4.50967741935484","4.07096774193548","13.4655172413793","5.29655172413793","1.11034482758621","16.3516129032258","7.85161290322581","3.23548387096774","18.2566666666667","9.17","8.24666666666667","21.6516129032258","13.5709677419355","7.21612903225806","18.4633333333333","10.3","3.74","16.8258064516129","9.04193548387097","1.12258064516129","12.0645161290323","3.56451612903226","1.98064516129032","13.3928571428571","4.51071428571429","5.73214285714286","17.4774193548387","8.66451612903226","7.60322580645161","20.0233333333333","11.46","5.27333333333333","23.0096774193548","15.4774193548387","7.4258064516129","18.61","10.53","4.17333333333333","12.9870967741935","4.83870967741935","4.5258064516129","9.88064516129032","2.22258064516129","0.729032258064516","10.0857142857143","2.22857142857143","2.13928571428571","15.9290322580645","7.15806451612903","3.2","19.74","11.0633333333333","9.22333333333333"
