"id","date","year","month","day","tmin","tmax","daily_GDD","AGDD","lat","long","alt"
"GME00127786",2022-01-20,2022,1,20,-1.9,5.5,4.55,123.8,47.481403,7.730519,350
"GME00127786",2022-01-21,2022,1,21,-2.5,4.9,3.65,127.45,47.481403,7.730519,350
"GME00127786",2022-01-22,2022,1,22,-3,7.3,5.8,133.25,47.481403,7.730519,350
"GME00127786",2022-01-23,2022,1,23,-3.9,5.9,3.95,137.2,47.481403,7.730519,350
"GME00127786",2022-01-24,2022,1,24,-3.2,3.6,2,139.2,47.481403,7.730519,350
"GME00127786",2022-01-25,2022,1,25,-1.6,6.9,6.1,145.3,47.481403,7.730519,350
"GME00127786",2022-01-26,2022,1,26,-2.6,0.1,0,145.3,47.481403,7.730519,350
"GME00127786",2022-01-27,2022,1,27,-3.4,0.7,0,145.3,47.481403,7.730519,350
"GME00127786",2022-01-28,2022,1,28,-1.1,6.1,5.55,150.85,47.481403,7.730519,350
"GME00127786",2022-01-29,2022,1,29,-1.9,7.1,6.15,157,47.481403,7.730519,350
"GME00127786",2022-01-30,2022,1,30,0.8,9.9,10.3,167.3,47.481403,7.730519,350
"GME00127786",2022-01-31,2022,1,31,0.4,6.4,6.6,173.9,47.481403,7.730519,350
"GME00127786",2022-02-01,2022,2,1,1.5,6.8,7.55,181.45,47.481403,7.730519,350
"GME00127786",2022-02-02,2022,2,2,6.6,9.6,12.9,194.35,47.481403,7.730519,350
"GME00127786",2022-02-03,2022,2,3,1.1,8.9,9.45,203.8,47.481403,7.730519,350
"GME00127786",2022-02-04,2022,2,4,0.9,9.3,9.75,213.55,47.481403,7.730519,350
"GME00127786",2022-02-05,2022,2,5,-1.9,8.5,7.55,221.1,47.481403,7.730519,350
"GME00127786",2022-02-06,2022,2,6,-2.5,10.5,9.25,230.35,47.481403,7.730519,350
"GME00127786",2022-02-07,2022,2,7,-2.4,10.3,9.1,239.45,47.481403,7.730519,350
"GME00127786",2022-02-08,2022,2,8,-2.7,11.8,10.45,249.9,47.481403,7.730519,350
"GME00127786",2022-02-09,2022,2,9,-2.1,13.9,12.85,262.75,47.481403,7.730519,350
"GME00127786",2022-02-10,2022,2,10,-2.7,11.7,10.35,273.1,47.481403,7.730519,350
"GME00127786",2022-02-11,2022,2,11,-2.2,8,6.9,280,47.481403,7.730519,350
"GME00127786",2022-02-12,2022,2,12,-4.8,7.2,4.8,284.8,47.481403,7.730519,350
"GME00127786",2022-02-13,2022,2,13,-0.6,13.6,13.3,298.1,47.481403,7.730519,350
"GME00127786",2022-02-14,2022,2,14,2.6,5.5,6.8,304.9,47.481403,7.730519,350
"GME00127786",2022-02-15,2022,2,15,-0.4,8.2,8,312.9,47.481403,7.730519,350
"GME00127786",2022-02-16,2022,2,16,1.4,13.2,13.9,326.8,47.481403,7.730519,350
"GME00127786",2022-02-17,2022,2,17,8.2,14.4,18.5,345.3,47.481403,7.730519,350
"GME00127786",2022-02-18,2022,2,18,5.6,16.6,19.4,364.7,47.481403,7.730519,350
"GME00127786",2022-02-19,2022,2,19,2.6,9.8,11.1,375.8,47.481403,7.730519,350
"GME00127786",2022-02-20,2022,2,20,4.3,11.6,13.75,389.55,47.481403,7.730519,350
"GME00127786",2022-02-21,2022,2,21,3.6,11.5,13.3,402.85,47.481403,7.730519,350
"GME00127786",2022-02-22,2022,2,22,5.2,10.3,12.9,415.75,47.481403,7.730519,350
"GME00127786",2022-02-23,2022,2,23,1.8,12.8,13.7,429.45,47.481403,7.730519,350
"GME00127786",2022-02-24,2022,2,24,0.4,14.4,14.6,444.05,47.481403,7.730519,350
"GME00127786",2022-02-25,2022,2,25,1.5,8.3,9.05,453.1,47.481403,7.730519,350
"GME00127786",2022-02-26,2022,2,26,-1,8.2,7.7,460.8,47.481403,7.730519,350
"GME00127786",2022-02-27,2022,2,27,-1,9.6,9.1,469.9,47.481403,7.730519,350
"GME00127786",2022-02-28,2022,2,28,-2.9,10.2,8.75,478.65,47.481403,7.730519,350
"GME00127786",2022-03-01,2022,3,1,-3.5,11.1,9.35,488,47.481403,7.730519,350
"GME00127786",2022-03-02,2022,3,2,-2,11.7,10.7,498.7,47.481403,7.730519,350
"GME00127786",2022-03-03,2022,3,3,-2,13.9,12.9,511.6,47.481403,7.730519,350
"GME00127786",2022-03-04,2022,3,4,-3.8,11.3,9.4,521,47.481403,7.730519,350
"GME00127786",2022-03-05,2022,3,5,-5.4,8.6,5.9,526.9,47.481403,7.730519,350
"GME00127786",2022-03-06,2022,3,6,-5.9,7.9,4.95,531.85,47.481403,7.730519,350
"GME00127786",2022-03-07,2022,3,7,-4.7,7.2,4.85,536.7,47.481403,7.730519,350
"GME00127786",2022-03-08,2022,3,8,-1.7,9,8.15,544.85,47.481403,7.730519,350
"GME00127786",2022-03-09,2022,3,9,-2.4,14.3,13.1,557.95,47.481403,7.730519,350
"GME00127786",2022-03-10,2022,3,10,-1.8,15.6,14.7,572.65,47.481403,7.730519,350
"GME00127786",2022-03-11,2022,3,11,-2,14.4,13.4,586.05,47.481403,7.730519,350
"GME00127786",2022-03-12,2022,3,12,1.1,15,15.55,601.6,47.481403,7.730519,350
"GME00127786",2022-03-13,2022,3,13,0.7,17.6,17.95,619.55,47.481403,7.730519,350
"GME00127786",2022-03-14,2022,3,14,3.5,15.6,17.35,636.9,47.481403,7.730519,350
"GME00127786",2022-03-15,2022,3,15,4.7,10,12.35,649.25,47.481403,7.730519,350
"GME00127786",2022-03-16,2022,3,16,3.3,15.6,17.25,666.5,47.481403,7.730519,350
"GME00127786",2022-03-17,2022,3,17,6.9,16.2,19.65,686.15,47.481403,7.730519,350
"GME00127786",2022-03-18,2022,3,18,7,13.6,17.1,703.25,47.481403,7.730519,350
"GME00127786",2022-03-19,2022,3,19,6.2,14.9,18,721.25,47.481403,7.730519,350
"GME00127786",2022-03-20,2022,3,20,3.6,18.2,20,741.25,47.481403,7.730519,350
"GME00127786",2022-03-21,2022,3,21,0.5,17.5,17.75,759,47.481403,7.730519,350
"GME00127786",2022-03-22,2022,3,22,-0.6,17.7,17.4,776.4,47.481403,7.730519,350
"GME00127786",2022-03-23,2022,3,23,-1.2,18.8,18.2,794.6,47.481403,7.730519,350
"GME00127786",2022-03-24,2022,3,24,-0.5,20.1,19.85,814.45,47.481403,7.730519,350
"GME00127786",2022-03-25,2022,3,25,-0.1,20.2,20.15,834.6,47.481403,7.730519,350
"GME00127786",2022-03-26,2022,3,26,0.1,20.7,20.75,855.35,47.481403,7.730519,350
"GME00127786",2022-03-27,2022,3,27,0.4,21.5,21.7,877.05,47.481403,7.730519,350
"GME00127786",2022-03-28,2022,3,28,1.1,22.3,22.85,899.9,47.481403,7.730519,350
"GME00127786",2022-03-29,2022,3,29,4.2,20.2,22.3,922.2,47.481403,7.730519,350
"GME00127786",2022-03-30,2022,3,30,8.2,14.2,18.3,940.5,47.481403,7.730519,350
"GME00127786",2022-03-31,2022,3,31,5.4,10.9,13.6,954.1,47.481403,7.730519,350
"GME00127786",2022-04-01,2022,4,1,0.4,5.6,5.8,959.9,47.481403,7.730519,350
"GME00127786",2022-04-02,2022,4,2,-0.4,3.1,2.9,962.8,47.481403,7.730519,350
"GME00127786",2022-04-03,2022,4,3,-0.4,4.5,4.3,967.1,47.481403,7.730519,350
"GME00127786",2022-04-04,2022,4,4,-2.7,9.2,7.85,974.95,47.481403,7.730519,350
"GME00127786",2022-04-05,2022,4,5,4.5,12.4,14.65,989.6,47.481403,7.730519,350
"GME00127786",2022-04-06,2022,4,6,7.7,14.8,18.65,1008.25,47.481403,7.730519,350
"GME00127786",2022-04-07,2022,4,7,9,14.7,19.2,1027.45,47.481403,7.730519,350
"GME00127786",2022-04-08,2022,4,8,7.7,15.8,19.65,1047.1,47.481403,7.730519,350
"GME00127786",2022-04-09,2022,4,9,1.5,9.3,10.05,1057.15,47.481403,7.730519,350
"GME00127786",2022-04-10,2022,4,10,0.9,12.4,12.85,1070,47.481403,7.730519,350
"GME00127786",2022-04-11,2022,4,11,1.2,17.9,18.5,1088.5,47.481403,7.730519,350
"GME00127786",2022-04-12,2022,4,12,5.8,22.4,25.3,1113.8,47.481403,7.730519,350
"GME00127786",2022-04-13,2022,4,13,7.6,23.8,27.6,1141.4,47.481403,7.730519,350
"GME00127786",2022-04-14,2022,4,14,7.4,23.2,26.9,1168.3,47.481403,7.730519,350
"GME00127786",2022-04-15,2022,4,15,10,22.5,27.5,1195.8,47.481403,7.730519,350
"GME00127786",2022-04-16,2022,4,16,6.7,16.8,20.15,1215.95,47.481403,7.730519,350
"GME00127786",2022-04-17,2022,4,17,5.3,18.4,21.05,1237,47.481403,7.730519,350
"GME00127786",2022-04-18,2022,4,18,0.5,19.6,19.85,1256.85,47.481403,7.730519,350
"GME00127786",2022-04-19,2022,4,19,1.6,20.1,20.9,1277.75,47.481403,7.730519,350
"GME00127786",2022-04-20,2022,4,20,3.4,18.6,20.3,1298.05,47.481403,7.730519,350
"GME00127786",2022-04-21,2022,4,21,1.7,19.5,20.35,1318.4,47.481403,7.730519,350
"GME00127786",2022-04-22,2022,4,22,3.2,19,20.6,1339,47.481403,7.730519,350
"GME00127786",2022-04-23,2022,4,23,6,16.4,19.4,1358.4,47.481403,7.730519,350
"GME00127786",2022-04-24,2022,4,24,7.2,11.6,15.2,1373.6,47.481403,7.730519,350
"GME00127786",2022-04-25,2022,4,25,9.4,16.3,21,1394.6,47.481403,7.730519,350
"GME00127786",2022-04-26,2022,4,26,5.4,16.5,19.2,1413.8,47.481403,7.730519,350
"GME00127786",2022-04-27,2022,4,27,3.2,17.6,19.2,1433,47.481403,7.730519,350
"GME00127786",2022-04-28,2022,4,28,2.9,20.6,22.05,1455.05,47.481403,7.730519,350
"GME00127786",2022-04-29,2022,4,29,3.9,20.8,22.75,1477.8,47.481403,7.730519,350
"GME00127786",2022-04-30,2022,4,30,7.4,19,22.7,1500.5,47.481403,7.730519,350
