"State","Latitude","Longitude","Elevation_in_Meters","Species","Phenophase_Status","AGDD","Tmax","Tmin","year","month","day","date","doy"
"CA",41.71357,-121.507545,1452,"emarginata",0,2190,34,15.5,2012,8,16,2012-08-16,229
"CA",41.709045,-121.514771,1506,"emarginata",0,2150.5,34,15.5,2012,8,16,2012-08-16,229
"CA",41.71357,-121.507545,1452,"emarginata",0,2302.25,29.5,12,2012,8,21,2012-08-21,234
"CA",41.709045,-121.514771,1506,"emarginata",0,2262,29,12,2012,8,21,2012-08-21,234
"CA",41.71357,-121.507545,1452,"emarginata",0,2342.5,29,11.5,2012,8,23,2012-08-23,236
"CA",41.709045,-121.514771,1506,"emarginata",0,2302.25,29,12,2012,8,23,2012-08-23,236
"CA",41.71357,-121.507545,1452,"emarginata",0,2447.25,26,5.5,2012,8,29,2012-08-29,242
"CA",41.709045,-121.514771,1506,"emarginata",0,2405.75,26,5.5,2012,8,29,2012-08-29,242
"CA",41.71357,-121.507545,1452,"emarginata",0,2483.75,27.5,9.5,2012,8,31,2012-08-31,244
"CA",41.709045,-121.514771,1506,"emarginata",0,2442.5,27.5,10,2012,8,31,2012-08-31,244
"CA",41.71357,-121.507545,1452,"emarginata",0,2558.25,29.5,10,2012,9,4,2012-09-04,248
"CA",41.709045,-121.514771,1506,"emarginata",0,2517,29.5,10,2012,9,4,2012-09-04,248
"CA",41.71357,-121.507545,1452,"emarginata",0,2688.25,26,5,2012,9,11,2012-09-11,255
"CA",41.709045,-121.514771,1506,"emarginata",0,2646.5,25.5,5.5,2012,9,11,2012-09-11,255
"CA",41.71357,-121.507545,1452,"emarginata",0,2726.25,31,9.5,2012,9,13,2012-09-13,257
"CA",41.709045,-121.514771,1506,"emarginata",0,2684.75,31,10,2012,9,13,2012-09-13,257
"CA",41.71357,-121.507545,1452,"emarginata",0,2822.25,30,10,2012,9,18,2012-09-18,262
"CA",41.709045,-121.514771,1506,"emarginata",0,2780.5,30,10,2012,9,18,2012-09-18,262
"CA",41.71357,-121.507545,1452,"emarginata",0,2863.75,31,10.5,2012,9,20,2012-09-20,264
"CA",41.709045,-121.514771,1506,"emarginata",0,2822.25,31,11,2012,9,20,2012-09-20,264
"CA",41.71357,-121.507545,1452,"emarginata",0,2965.25,26.5,7,2012,9,26,2012-09-26,270
"CA",41.709045,-121.514771,1506,"emarginata",0,2923.5,26.5,7.5,2012,9,26,2012-09-26,270
"CA",41.71357,-121.507545,1452,"emarginata",0,3003.25,28.5,10.5,2012,9,28,2012-09-28,272
"CA",41.709045,-121.514771,1506,"emarginata",0,2961.75,28.5,10.5,2012,9,28,2012-09-28,272
"CA",41.71357,-121.507545,1452,"emarginata",0,3059.75,30,9,2012,10,1,2012-10-01,275
"CA",41.709045,-121.514771,1506,"emarginata",0,3018,30,9,2012,10,1,2012-10-01,275
"CA",41.71357,-121.507545,1452,"emarginata",0,3171.75,21,3.5,2012,10,9,2012-10-09,283
"CA",41.709045,-121.514771,1506,"emarginata",0,3129.5,21,4,2012,10,9,2012-10-09,283
"CA",41.71357,-121.507545,1452,"emarginata",0,3263.25,18.5,5,2012,10,16,2012-10-16,290
"CA",41.709045,-121.514771,1506,"emarginata",0,3220.75,18,4,2012,10,16,2012-10-16,290
"CA",41.71357,-121.507545,1452,"emarginata",0,3313,7,-1.5,2012,10,22,2012-10-22,296
"CA",41.709045,-121.514771,1506,"emarginata",0,3268.5,6,-1.5,2012,10,22,2012-10-22,296
"CA",41.71357,-121.507545,1452,"emarginata",0,3424.75,21,4.5,2012,11,5,2012-11-05,310
"CA",41.709045,-121.514771,1506,"emarginata",0,3378,21,4.5,2012,11,5,2012-11-05,310
"CA",41.71357,-121.507545,1452,"emarginata",0,3455.75,9,-1,2012,11,13,2012-11-13,318
"CA",41.709045,-121.514771,1506,"emarginata",0,3407.75,8.5,-1,2012,11,13,2012-11-13,318
"CA",37.799515,-122.412834,46,"serrulata",0,747.75,19.5,7.5,2013,3,12,2013-03-12,71
"CA",37.799515,-122.412834,46,"serrulata",1,890.5,19.5,6.5,2013,3,23,2013-03-23,82
"CA",41.71357,-121.507545,1452,"emarginata",0,357.75,14.5,1.5,2013,4,19,2013-04-19,109
"CA",41.709045,-121.514771,1506,"emarginata",0,368.25,14.5,0.5,2013,4,22,2013-04-22,112
"CA",41.71357,-121.507545,1452,"emarginata",0,473.75,15,-1,2013,4,30,2013-04-30,120
"CA",41.709045,-121.514771,1506,"emarginata",0,465,17,-2.5,2013,5,1,2013-05-01,121
"CA",41.71357,-121.507545,1452,"emarginata",1,567.75,18.5,5.5,2013,5,8,2013-05-08,128
"CA",41.71357,-121.507545,1452,"emarginata",1,668.5,24,5,2013,5,14,2013-05-14,134
"CA",41.709045,-121.514771,1506,"emarginata",0,649.75,23.5,5,2013,5,14,2013-05-14,134
"CA",41.71357,-121.507545,1452,"emarginata",1,743,11,-5,2013,5,22,2013-05-22,142
"CA",41.709045,-121.514771,1506,"emarginata",1,721.5,10.5,-5,2013,5,22,2013-05-22,142
"CA",41.71357,-121.507545,1452,"emarginata",1,818.75,18.5,0,2013,5,30,2013-05-30,150
"CA",41.709045,-121.514771,1506,"emarginata",1,795.5,18.5,0,2013,5,30,2013-05-30,150
"CA",41.71357,-121.507545,1452,"emarginata",0,1055.5,21,4.5,2013,6,12,2013-06-12,163
"CA",41.709045,-121.514771,1506,"emarginata",1,1030,20.5,4.5,2013,6,12,2013-06-12,163
"CA",41.71357,-121.507545,1452,"emarginata",0,1148.75,15.5,2,2013,6,19,2013-06-19,170
"CA",41.709045,-121.514771,1506,"emarginata",1,1122,15,2,2013,6,19,2013-06-19,170
"CA",41.71357,-121.507545,1452,"emarginata",0,1255,27,10.5,2013,6,27,2013-06-27,178
"CA",41.709045,-121.514771,1506,"emarginata",0,1226.25,27,10.5,2013,6,27,2013-06-27,178
"CA",41.71357,-121.507545,1452,"emarginata",0,1595.25,27.5,10,2013,7,12,2013-07-12,193
"CA",41.709045,-121.514771,1506,"emarginata",0,1565.5,27,10.5,2013,7,12,2013-07-12,193
"CA",41.71357,-121.507545,1452,"emarginata",0,1742.5,35.5,13.5,2013,7,19,2013-07-19,200
"CA",41.709045,-121.514771,1506,"emarginata",0,1712.75,35.5,13.5,2013,7,19,2013-07-19,200
"CA",41.71357,-121.507545,1452,"emarginata",0,1868.25,33.5,16.5,2013,7,24,2013-07-24,205
"CA",41.709045,-121.514771,1506,"emarginata",0,1838.5,33,16.5,2013,7,24,2013-07-24,205
"CA",41.71357,-121.507545,1452,"emarginata",0,2022.75,28.5,13.5,2013,7,31,2013-07-31,212
"CA",41.709045,-121.514771,1506,"emarginata",0,1992.25,28,13.5,2013,7,31,2013-07-31,212
"CA",41.71357,-121.507545,1452,"emarginata",0,2174.25,24,8.5,2013,8,8,2013-08-08,220
"CA",41.709045,-121.514771,1506,"emarginata",0,2143.25,23.5,9,2013,8,8,2013-08-08,220
"CA",41.71357,-121.507545,1452,"emarginata",0,2325.25,30,12.5,2013,8,16,2013-08-16,228
"CA",41.709045,-121.514771,1506,"emarginata",0,2293,29.5,12.5,2013,8,16,2013-08-16,228
"CA",41.71357,-121.507545,1452,"emarginata",0,2457.5,27,10.5,2013,8,22,2013-08-22,234
"CA",41.709045,-121.514771,1506,"emarginata",0,2424.5,26,10.5,2013,8,22,2013-08-22,234
"CA",41.71357,-121.507545,1452,"emarginata",0,2580.75,26.5,12,2013,8,29,2013-08-29,241
"CA",41.709045,-121.514771,1506,"emarginata",0,2546.75,25.5,12,2013,8,29,2013-08-29,241
"CA",41.71357,-121.507545,1452,"emarginata",0,2709.5,24,7,2013,9,5,2013-09-05,248
"CA",41.709045,-121.514771,1506,"emarginata",0,2674,23,7,2013,9,5,2013-09-05,248
"CA",41.71357,-121.507545,1452,"emarginata",0,2845.25,30.5,15,2013,9,12,2013-09-12,255
"CA",41.709045,-121.514771,1506,"emarginata",0,2809.25,30.5,15,2013,9,12,2013-09-12,255
"CA",41.71357,-121.507545,1452,"emarginata",0,2946,19.5,1.5,2013,9,18,2013-09-18,261
"CA",41.709045,-121.514771,1506,"emarginata",0,2908,19,1.5,2013,9,18,2013-09-18,261
"CA",41.71357,-121.507545,1452,"emarginata",0,451.75,22,3,2014,4,10,2014-04-10,100
"CA",41.709045,-121.514771,1506,"emarginata",0,440.5,21.5,3.5,2014,4,10,2014-04-10,100
"CA",41.71357,-121.507545,1452,"emarginata",0,529,19,1.5,2014,4,17,2014-04-17,107
"CA",41.709045,-121.514771,1506,"emarginata",0,516.75,18.5,1.5,2014,4,17,2014-04-17,107
"CA",41.71357,-121.507545,1452,"emarginata",0,581.5,12,1.5,2014,4,24,2014-04-24,114
"CA",41.709045,-121.514771,1506,"emarginata",0,567.75,11,0.5,2014,4,24,2014-04-24,114
"CA",41.71357,-121.507545,1452,"emarginata",1,641,26.5,7.5,2014,5,1,2014-05-01,121
"CA",41.709045,-121.514771,1506,"emarginata",0,625.5,26,7.5,2014,5,1,2014-05-01,121
"CA",41.71357,-121.507545,1452,"emarginata",0,864.75,22.5,5,2014,5,21,2014-05-21,141
"CA",41.709045,-121.514771,1506,"emarginata",1,844.75,21.5,5,2014,5,21,2014-05-21,141
"CA",41.71357,-121.507545,1452,"emarginata",0,978.75,22,-0.5,2014,5,29,2014-05-29,149
"CA",41.709045,-121.514771,1506,"emarginata",1,957,21.5,-0.5,2014,5,29,2014-05-29,149
"CA",41.71357,-121.507545,1452,"emarginata",0,1233,18.5,2.5,2014,6,13,2014-06-13,164
"CA",41.709045,-121.514771,1506,"emarginata",1,1209.25,17.5,2.5,2014,6,13,2014-06-13,164
"CA",41.71357,-121.507545,1452,"emarginata",0,1325,27,8,2014,6,20,2014-06-20,171
"CA",41.709045,-121.514771,1506,"emarginata",0,1300.75,26.5,8,2014,6,20,2014-06-20,171
"CA",41.71357,-121.507545,1452,"emarginata",0,1663.75,36,14.5,2014,7,7,2014-07-07,188
"CA",41.709045,-121.514771,1506,"emarginata",0,1638,36,14.5,2014,7,7,2014-07-07,188
"CA",41.71357,-121.507545,1452,"emarginata",0,2195.25,33,14.5,2014,7,30,2014-07-30,211
"CA",41.709045,-121.514771,1506,"emarginata",0,2167.5,32.5,14.5,2014,7,30,2014-07-30,211
"CA",41.71357,-121.507545,1452,"emarginata",0,2536.75,28,9.5,2014,8,15,2014-08-15,227
"CA",41.709045,-121.514771,1506,"emarginata",0,2506.5,28,9.5,2014,8,15,2014-08-15,227
"CA",37.799515,-122.412834,46,"serrulata",0,5724.25,14.5,7,2014,12,25,2014-12-25,359
"CA",41.71357,-121.507545,1452,"emarginata",0,251.75,17,-0.5,2015,2,17,2015-02-17,48
"CA",41.709045,-121.514771,1506,"emarginata",0,247.75,17,-0.5,2015,2,17,2015-02-17,48
"CA",41.71357,-121.507545,1452,"emarginata",0,365.5,17,2,2015,3,10,2015-03-10,69
"CA",41.709045,-121.514771,1506,"emarginata",0,358.25,16,2,2015,3,10,2015-03-10,69
"CA",41.71357,-121.507545,1452,"emarginata",0,428,14.5,1,2015,3,17,2015-03-17,76
"CA",41.71357,-121.507545,1452,"emarginata",0,599.75,10,-4,2015,4,14,2015-04-14,104
"CA",41.709045,-121.514771,1506,"emarginata",0,582.25,9,-4.5,2015,4,14,2015-04-14,104
"CA",41.71357,-121.507545,1452,"emarginata",1,970.75,15.5,7,2015,5,20,2015-05-20,140
"CA",41.709045,-121.514771,1506,"emarginata",1,944.5,15,6.5,2015,5,20,2015-05-20,140
"CA",41.71357,-121.507545,1452,"emarginata",1,1063.75,24,7,2015,5,27,2015-05-27,147
"CA",41.709045,-121.514771,1506,"emarginata",1,1035.5,23.5,7.5,2015,5,27,2015-05-27,147
"CA",41.71357,-121.507545,1452,"emarginata",0,1291.25,31,14.5,2015,6,9,2015-06-09,160
"CA",41.71357,-121.507545,1452,"emarginata",0,1449.75,29,11,2015,6,17,2015-06-17,168
"CA",41.709045,-121.514771,1506,"emarginata",1,1416.25,29,11,2015,6,17,2015-06-17,168
"CA",41.71357,-121.507545,1452,"emarginata",0,2870,29.5,14,2015,8,24,2015-08-24,236
"CA",41.709045,-121.514771,1506,"emarginata",0,2826,29,14,2015,8,24,2015-08-24,236
"CA",41.71357,-121.507545,1452,"emarginata",0,3001.5,26,6,2015,8,31,2015-08-31,243
"CA",41.709045,-121.514771,1506,"emarginata",0,2955.5,25.5,6,2015,8,31,2015-08-31,243
"CA",41.71357,-121.507545,1452,"emarginata",0,3115.25,30.5,8.5,2015,9,8,2015-09-08,251
"CA",41.709045,-121.514771,1506,"emarginata",0,3068.75,30.5,8.5,2015,9,8,2015-09-08,251
"CA",41.71357,-121.507545,1452,"emarginata",0,3242.75,20,7,2015,9,14,2015-09-14,257
"CA",41.709045,-121.514771,1506,"emarginata",0,3195,19,6,2015,9,14,2015-09-14,257
"CA",41.71357,-121.507545,1452,"emarginata",0,3335.75,29,10.5,2015,9,21,2015-09-21,264
"CA",41.709045,-121.514771,1506,"emarginata",0,3287,28.5,10.5,2015,9,21,2015-09-21,264
"CA",37.545815,-122.327965,40,"serrulata",0,208.25,16.5,10.5,2016,1,19,2016-01-19,19
"CA",37.545815,-122.327965,40,"serrulata",0,293.25,15.5,7,2016,1,26,2016-01-26,26
"CA",37.545815,-122.327965,40,"serrulata",0,374.25,14,6,2016,2,2,2016-02-02,33
"CA",37.545815,-122.327965,40,"serrulata",0,576.5,24.5,11.5,2016,2,16,2016-02-16,47
"CA",37.545815,-122.327965,40,"serrulata",0,667.75,21,8.5,2016,2,23,2016-02-23,54
"CA",37.545815,-122.327965,40,"serrulata",0,771,21,9.5,2016,3,1,2016-03-01,61
"CA",41.71357,-121.507545,1452,"emarginata",0,227.5,4,-4.5,2016,3,8,2016-03-08,68
"CA",41.709045,-121.514771,1506,"emarginata",0,216.75,3.5,-4.5,2016,3,8,2016-03-08,68
"CA",37.545815,-122.327965,40,"serrulata",0,866.75,14.5,6.5,2016,3,8,2016-03-08,68
"CA",37.545815,-122.327965,40,"serrulata",0,957.5,18,6.5,2016,3,15,2016-03-15,75
"CA",37.545815,-122.327965,40,"serrulata",0,1057.75,16,8.5,2016,3,22,2016-03-22,82
"CA",37.545815,-122.327965,40,"serrulata",0,1147,17,5.5,2016,3,29,2016-03-29,89
"CA",37.545815,-122.327965,40,"serrulata",0,1244.5,25.5,8,2016,4,5,2016-04-05,96
"CA",37.545815,-122.327965,40,"serrulata",0,1357.5,16,11,2016,4,12,2016-04-12,103
"CA",37.545815,-122.327965,40,"serrulata",0,1472,26,11,2016,4,19,2016-04-19,110
"CA",37.545815,-122.327965,40,"serrulata",0,1572.5,17.5,6.5,2016,4,26,2016-04-26,117
"CA",41.71357,-121.507545,1452,"emarginata",1,610.5,14.5,0.5,2016,4,28,2016-04-28,119
"CA",41.709045,-121.514771,1506,"emarginata",0,584.5,14,0.5,2016,4,28,2016-04-28,119
"CA",41.71357,-121.507545,1452,"emarginata",1,684.5,14.5,5.5,2016,5,5,2016-05-05,126
"CA",41.709045,-121.514771,1506,"emarginata",0,657.25,14,5.5,2016,5,5,2016-05-05,126
"CA",41.71357,-121.507545,1452,"emarginata",1,758.25,23.5,4.5,2016,5,11,2016-05-11,132
"CA",41.709045,-121.514771,1506,"emarginata",0,729.75,23,5,2016,5,11,2016-05-11,132
"CA",41.71357,-121.507545,1452,"emarginata",0,863.25,16.5,2,2016,5,19,2016-05-19,140
"CA",41.709045,-121.514771,1506,"emarginata",1,831.75,15.5,1.5,2016,5,19,2016-05-19,140
"CA",41.709045,-121.514771,1506,"emarginata",1,885.5,20,3.5,2016,5,26,2016-05-26,147
"CA",41.71357,-121.507545,1452,"emarginata",0,1010.75,28,11.5,2016,6,1,2016-06-01,153
"CA",41.709045,-121.514771,1506,"emarginata",1,975.25,27.5,12,2016,6,1,2016-06-01,153
"CA",41.71357,-121.507545,1452,"emarginata",0,1173.5,23,7.5,2016,6,9,2016-06-09,161
"CA",41.709045,-121.514771,1506,"emarginata",1,1136.75,22.5,8,2016,6,9,2016-06-09,161
"CA",41.71357,-121.507545,1452,"emarginata",0,1258,14,5.5,2016,6,17,2016-06-17,169
"CA",41.709045,-121.514771,1506,"emarginata",0,1218.25,13.5,4.5,2016,6,17,2016-06-17,169
"CA",41.71357,-121.507545,1452,"emarginata",0,1350.5,24,7.5,2016,6,23,2016-06-23,175
"CA",41.709045,-121.514771,1506,"emarginata",0,1310,23.5,7.5,2016,6,23,2016-06-23,175
"CA",41.71357,-121.507545,1452,"emarginata",0,1490.5,30,12,2016,6,30,2016-06-30,182
"CA",41.709045,-121.514771,1506,"emarginata",0,1448.5,29.5,12,2016,6,30,2016-06-30,182
"CA",41.71357,-121.507545,1452,"emarginata",0,1631.25,27.5,10.5,2016,7,7,2016-07-07,189
"CA",41.709045,-121.514771,1506,"emarginata",0,1588,27,10.5,2016,7,7,2016-07-07,189
"CA",41.71357,-121.507545,1452,"emarginata",0,2147.5,30.5,11.5,2016,8,2,2016-08-02,215
"CA",41.709045,-121.514771,1506,"emarginata",0,2101.25,30,12,2016,8,2,2016-08-02,215
"CA",41.71357,-121.507545,1452,"emarginata",0,2622,28.5,10,2016,8,24,2016-08-24,237
"CA",41.709045,-121.514771,1506,"emarginata",0,2573.5,28.5,10,2016,8,24,2016-08-24,237
"CA",41.71357,-121.507545,1452,"emarginata",0,2759.5,26.5,8.5,2016,8,31,2016-08-31,244
"CA",41.71357,-121.507545,1452,"emarginata",0,369.25,11,-1,2017,4,20,2017-04-20,110
"CA",41.709045,-121.514771,1506,"emarginata",0,377.5,9,0.5,2017,4,24,2017-04-24,114
"CA",41.71357,-121.507545,1452,"emarginata",0,448.75,21,2,2017,5,1,2017-05-01,121
"CA",41.709045,-121.514771,1506,"emarginata",0,424.75,20.5,2,2017,5,1,2017-05-01,121
"CA",41.709045,-121.514771,1506,"emarginata",0,569.5,10,0.5,2017,5,16,2017-05-16,136
"CA",41.71357,-121.507545,1452,"emarginata",1,606,13,-2.5,2017,5,17,2017-05-17,137
"CA",41.71357,-121.507545,1452,"emarginata",1,699,29.5,11.5,2017,5,23,2017-05-23,143
"CA",41.709045,-121.514771,1506,"emarginata",1,683.75,26,8,2017,5,24,2017-05-24,144
"CA",41.71357,-121.507545,1452,"emarginata",1,815.5,26.5,10,2017,5,30,2017-05-30,150
"CA",41.709045,-121.514771,1506,"emarginata",0,781.75,25.5,10.5,2017,5,30,2017-05-30,150
"CA",41.71357,-121.507545,1452,"emarginata",0,925.5,27,10.5,2017,6,6,2017-06-06,157
"CA",41.709045,-121.514771,1506,"emarginata",0,890.25,26.5,10.5,2017,6,6,2017-06-06,157
"CA",41.71357,-121.507545,1452,"emarginata",0,992.5,18.5,2.5,2017,6,13,2017-06-13,164
"CA",41.709045,-121.514771,1506,"emarginata",0,968,21.5,4,2017,6,14,2017-06-14,165
"CA",41.71357,-121.507545,1452,"emarginata",0,1145.5,30.5,13,2017,6,21,2017-06-21,172
"CA",41.709045,-121.514771,1506,"emarginata",0,1106.5,29.5,13,2017,6,21,2017-06-21,172
"CA",41.71357,-121.507545,1452,"emarginata",0,1296.5,28,10.5,2017,6,28,2017-06-28,179
"CA",41.709045,-121.514771,1506,"emarginata",0,1256.25,27.5,11,2017,6,28,2017-06-28,179
"CA",41.71357,-121.507545,1452,"emarginata",0,1444.75,30.5,12.5,2017,7,5,2017-07-05,186
"CA",41.709045,-121.514771,1506,"emarginata",0,1404.5,30,13,2017,7,5,2017-07-05,186
"CA",41.71357,-121.507545,1452,"emarginata",0,1604.5,31,13.5,2017,7,12,2017-07-12,193
"CA",41.709045,-121.514771,1506,"emarginata",0,1563.25,30.5,13.5,2017,7,12,2017-07-12,193
"CA",41.71357,-121.507545,1452,"emarginata",0,1755,29,11.5,2017,7,19,2017-07-19,200
"CA",41.709045,-121.514771,1506,"emarginata",0,1731.75,29,10,2017,7,20,2017-07-20,201
"CA",41.71357,-121.507545,1452,"emarginata",0,1889.5,31,14,2017,7,25,2017-07-25,206
"CA",41.709045,-121.514771,1506,"emarginata",0,1866.75,29,12,2017,7,26,2017-07-26,207
"CA",41.71357,-121.507545,1452,"emarginata",0,2385,29,10.5,2017,8,16,2017-08-16,228
"CA",41.709045,-121.514771,1506,"emarginata",0,2339.75,28.5,11,2017,8,16,2017-08-16,228
"CA",41.71357,-121.507545,1452,"emarginata",0,2715.5,29,9.5,2017,8,31,2017-08-31,243
"CA",41.709045,-121.514771,1506,"emarginata",0,2669.5,29,10,2017,8,31,2017-08-31,243
"CA",41.71357,-121.507545,1452,"emarginata",1,800.75,21,9.5,2018,5,23,2018-05-23,143
"CA",41.709045,-121.514771,1506,"emarginata",0,775.75,20,9.5,2018,5,23,2018-05-23,143
"CA",41.71357,-121.507545,1452,"emarginata",0,916.25,20.5,1.5,2018,6,1,2018-06-01,152
"CA",41.709045,-121.514771,1506,"emarginata",0,889,20,1.5,2018,6,1,2018-06-01,152
"CA",41.71357,-121.507545,1452,"emarginata",0,1013.5,24,8.5,2018,6,7,2018-06-07,158
"CA",41.709045,-121.514771,1506,"emarginata",0,985.5,23.5,9,2018,6,7,2018-06-07,158
"CA",41.71357,-121.507545,1452,"emarginata",0,1123.75,23.5,6.5,2018,6,15,2018-06-15,166
"CA",41.709045,-121.514771,1506,"emarginata",0,1094.25,23,6.5,2018,6,15,2018-06-15,166
"CA",41.71357,-121.507545,1452,"emarginata",0,1216.5,27.5,10,2018,6,21,2018-06-21,172
"CA",41.709045,-121.514771,1506,"emarginata",0,1186,27.5,10,2018,6,21,2018-06-21,172
"CA",41.71357,-121.507545,1452,"emarginata",0,1363.25,24.5,7,2018,6,29,2018-06-29,180
"CA",41.709045,-121.514771,1506,"emarginata",0,1331.5,24,7,2018,6,29,2018-06-29,180
"CA",41.71357,-121.507545,1452,"emarginata",0,1610.5,33.5,13.5,2018,7,12,2018-07-12,193
"CA",41.709045,-121.514771,1506,"emarginata",0,1577.75,33.5,13.5,2018,7,12,2018-07-12,193
"CA",41.71357,-121.507545,1452,"emarginata",0,1778.5,33,13.5,2018,7,19,2018-07-19,200
"CA",41.709045,-121.514771,1506,"emarginata",0,1745.75,33,13.5,2018,7,19,2018-07-19,200
"CA",41.71357,-121.507545,1452,"emarginata",0,2418.5,30.5,13.5,2018,8,16,2018-08-16,228
"CA",41.709045,-121.514771,1506,"emarginata",0,2385.75,30,13.5,2018,8,16,2018-08-16,228
"CA",41.71357,-121.507545,1452,"emarginata",0,2824,29.5,12,2018,9,6,2018-09-06,249
"CA",41.709045,-121.514771,1506,"emarginata",0,2791.75,29,12.5,2018,9,6,2018-09-06,249
"CA",41.71357,-121.507545,1452,"emarginata",0,2930,18.5,3.5,2018,9,13,2018-09-13,256
"CA",41.709045,-121.514771,1506,"emarginata",0,2897.5,18.5,4,2018,9,13,2018-09-13,256
"CA",41.71357,-121.507545,1452,"emarginata",1,685,16,5,2019,5,23,2019-05-23,143
"CA",41.709045,-121.514771,1506,"emarginata",1,653.5,15.5,5,2019,5,23,2019-05-23,143
"CA",41.71357,-121.507545,1452,"emarginata",1,733,18,4.5,2019,5,28,2019-05-28,148
"CA",41.709045,-121.514771,1506,"emarginata",1,700,17.5,4.5,2019,5,28,2019-05-28,148
"CA",41.71357,-121.507545,1452,"emarginata",0,845.25,25.5,9.5,2019,6,4,2019-06-04,155
"CA",41.709045,-121.514771,1506,"emarginata",0,811.5,25,10,2019,6,4,2019-06-04,155
"CA",41.71357,-121.507545,1452,"emarginata",0,946,30,12,2019,6,11,2019-06-11,162
"CA",41.709045,-121.514771,1506,"emarginata",0,910.5,29.5,12,2019,6,11,2019-06-11,162
"CA",41.71357,-121.507545,1452,"emarginata",0,1108,27.5,8.5,2019,6,19,2019-06-19,170
"CA",41.709045,-121.514771,1506,"emarginata",0,1071.25,27,8.5,2019,6,19,2019-06-19,170
"CA",41.71357,-121.507545,1452,"emarginata",0,1194.25,22.5,7.5,2019,6,25,2019-06-25,176
