"lat","long","alt","year","bloom_date","bloom_doy","country","city"
47.350869,8.510678,530,1954,"1954-05-01",121,"Switzerland","Zürich-Albisgüetli"
47.291794,7.941003,440,1954,"1954-04-24",114,"Switzerland","Zofingen"
46.600961,9.422614,985,1955,"1955-05-06",126,"Switzerland","Andeer"
46.9213,6.637761,750,1955,"1955-05-04",124,"Switzerland","Couvet"
47.056436,7.012192,820,1955,"1955-05-01",121,"Switzerland","Enges"
46.400261,8.127792,1100,1955,"1955-05-05",125,"Switzerland","Fiesch"
47.415283,9.182167,630,1955,"1955-05-01",121,"Switzerland","Flawil"
45.988267,7.180528,1350,1955,"1955-05-13",133,"Switzerland","Liddes"
47.002858,6.728592,1120,1955,"1955-05-15",135,"Switzerland","Les Ponts-de-Martel"
47.108222,9.217372,500,1955,"1955-05-02",122,"Switzerland","Murg"
46.722633,6.536061,485,1955,"1955-04-25",115,"Switzerland","Orbe "
47.157753,7.214464,700,1955,"1955-04-29",119,"Switzerland","Orvin"
47.620414,8.542733,515,1955,"1955-04-29",119,"Switzerland","Rafz"
47.338319,8.153353,550,1955,"1955-05-02",122,"Switzerland","Seon"
46.965358,9.632064,960,1955,"1955-05-06",126,"Switzerland","Seewis Dorf"
46.894217,8.252236,500,1955,"1955-04-24",114,"Switzerland","Sarnen"
46.048003,6.993797,1300,1955,"1955-05-16",136,"Switzerland","Trient"
46.290431,6.137128,440,1955,"1955-04-14",104,"Switzerland","Versoix"
47.277122,8.916314,620,1955,"1955-04-29",119,"Switzerland","Wald, ZH"
47.289853,9.104422,625,1955,"1955-05-04",124,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1955,"1955-04-30",120,"Switzerland","Wiliberg"
47.350869,8.510678,530,1955,"1955-05-02",122,"Switzerland","Zürich-Albisgüetli"
47.291794,7.941003,440,1955,"1955-04-20",110,"Switzerland","Zofingen"
46.756178,6.490211,660,1956,"1956-05-01",122,"Switzerland","L'Abergement"
46.600961,9.422614,985,1956,"1956-05-14",135,"Switzerland","Andeer"
46.236078,8.725292,350,1956,"1956-04-13",104,"Switzerland","Aurigeno"
46.265447,10.115375,850,1956,"1956-04-08",99,"Switzerland","Brusio-Piazzo"
46.9213,6.637761,750,1956,"1956-05-18",139,"Switzerland","Couvet"
46.699461,8.850803,1200,1956,"1956-05-25",146,"Switzerland","Disentis"
46.898653,7.932344,910,1956,"1956-05-21",142,"Switzerland","Escholzmatt"
46.921942,9.172731,1000,1956,"1956-05-15",136,"Switzerland","Elm"
47.056436,7.012192,820,1956,"1956-05-15",136,"Switzerland","Enges"
46.400261,8.127792,1100,1956,"1956-05-12",133,"Switzerland","Fiesch"
47.415283,9.182167,630,1956,"1956-05-05",126,"Switzerland","Flawil"
46.736853,8.351842,1205,1956,"1956-05-27",148,"Switzerland","Gadmen"
46.274817,7.065661,1100,1956,"1956-05-10",131,"Switzerland","Gryon"
45.988267,7.180528,1350,1956,"1956-05-21",142,"Switzerland","Liddes"
47.047992,6.754314,1020,1956,"1956-05-15",136,"Switzerland","Le Locle"
47.002858,6.728592,1120,1956,"1956-05-20",141,"Switzerland","Les Ponts-de-Martel"
46.75275,8.137867,900,1956,"1956-05-09",130,"Switzerland","Meiringen I"
47.561983,7.850547,305,1956,"1956-04-23",114,"Switzerland","Möhlin"
47.108222,9.217372,500,1956,"1956-05-10",131,"Switzerland","Murg"
46.722633,6.536061,485,1956,"1956-05-01",122,"Switzerland","Orbe "
47.157753,7.214464,700,1956,"1956-05-08",129,"Switzerland","Orvin"
47.620414,8.542733,515,1956,"1956-05-07",128,"Switzerland","Rafz"
46.965036,9.685814,800,1956,"1956-05-04",125,"Switzerland","Schiers"
47.338319,8.153353,550,1956,"1956-05-06",127,"Switzerland","Seon"
47.050589,9.439256,480,1956,"1956-04-22",113,"Switzerland","Sargans II"
46.894217,8.252236,500,1956,"1956-05-02",123,"Switzerland","Sarnen"
46.048003,6.993797,1300,1956,"1956-05-27",148,"Switzerland","Trient"
46.709511,9.44165,700,1956,"1956-05-07",128,"Switzerland","Thusis"
46.622889,9.182461,1250,1956,"1956-05-27",148,"Switzerland","Vals"
46.225417,8.605172,1100,1956,"1956-05-03",124,"Switzerland","Vergeletto"
46.290431,6.137128,440,1956,"1956-04-17",108,"Switzerland","Versoix"
46.648728,7.182475,1050,1956,"1956-04-17",108,"Switzerland","La Valsainte"
47.223239,8.679778,480,1956,"1956-04-25",116,"Switzerland","Wädenswil"
47.289853,9.104422,625,1956,"1956-05-09",130,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1956,"1956-05-07",128,"Switzerland","Wiliberg"
47.350869,8.510678,530,1956,"1956-05-02",123,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1956,"1956-04-29",120,"Switzerland","Zürich-MeteoSchweiz"
47.291794,7.941003,440,1956,"1956-04-20",111,"Switzerland","Zofingen"
46.756178,6.490211,660,1957,"1957-04-03",93,"Switzerland","L'Abergement"
46.600961,9.422614,985,1957,"1957-04-23",113,"Switzerland","Andeer"
47.151194,7.254139,490,1957,"1957-04-10",100,"Switzerland","Biel"
46.265447,10.115375,850,1957,"1957-04-12",102,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1957,"1957-04-28",118,"Switzerland","Bauma"
46.9213,6.637761,750,1957,"1957-05-03",123,"Switzerland","Couvet"
46.699461,8.850803,1200,1957,"1957-04-27",117,"Switzerland","Disentis"
46.898653,7.932344,910,1957,"1957-05-14",134,"Switzerland","Escholzmatt"
46.921942,9.172731,1000,1957,"1957-05-01",121,"Switzerland","Elm"
47.056436,7.012192,820,1957,"1957-04-20",110,"Switzerland","Enges"
46.400261,8.127792,1100,1957,"1957-04-20",110,"Switzerland","Fiesch"
47.415283,9.182167,630,1957,"1957-04-20",110,"Switzerland","Flawil"
46.274817,7.065661,1100,1957,"1957-04-21",111,"Switzerland","Gryon"
47.047992,6.754314,1020,1957,"1957-05-01",121,"Switzerland","Le Locle"
47.002858,6.728592,1120,1957,"1957-05-22",142,"Switzerland","Les Ponts-de-Martel"
46.75275,8.137867,900,1957,"1957-04-24",114,"Switzerland","Meiringen I"
47.561983,7.850547,305,1957,"1957-04-14",104,"Switzerland","Möhlin"
47.108222,9.217372,500,1957,"1957-04-05",95,"Switzerland","Murg"
46.722633,6.536061,485,1957,"1957-04-13",103,"Switzerland","Orbe "
47.157753,7.214464,700,1957,"1957-04-22",112,"Switzerland","Orvin"
46.256639,7.092033,1100,1957,"1957-05-15",135,"Switzerland","Les Plans-sur-Bex"
46.394025,8.655608,750,1957,"1957-04-11",101,"Switzerland","Prato-Sornico"
47.338319,8.153353,550,1957,"1957-04-15",105,"Switzerland","Seon"
47.050589,9.439256,480,1957,"1957-03-27",86,"Switzerland","Sargans II"
46.195022,8.056794,1475,1957,"1957-05-31",151,"Switzerland","Simplon-Dorf"
46.894217,8.252236,500,1957,"1957-04-05",95,"Switzerland","Sarnen"
46.048003,6.993797,1300,1957,"1957-05-04",124,"Switzerland","Trient"
46.709511,9.44165,700,1957,"1957-04-01",91,"Switzerland","Thusis"
46.622889,9.182461,1250,1957,"1957-05-25",145,"Switzerland","Vals"
46.225417,8.605172,1100,1957,"1957-05-05",125,"Switzerland","Vergeletto"
46.290431,6.137128,440,1957,"1957-03-28",87,"Switzerland","Versoix"
46.648728,7.182475,1050,1957,"1957-05-10",130,"Switzerland","La Valsainte"
47.223239,8.679778,480,1957,"1957-03-28",87,"Switzerland","Wädenswil"
47.289853,9.104422,625,1957,"1957-04-23",113,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1957,"1957-04-12",102,"Switzerland","Wiliberg"
47.350869,8.510678,530,1957,"1957-03-30",89,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1957,"1957-03-28",87,"Switzerland","Zürich-MeteoSchweiz"
46.756178,6.490211,660,1958,"1958-05-01",121,"Switzerland","L'Abergement"
46.236078,8.725292,350,1958,"1958-04-25",115,"Switzerland","Aurigeno"
46.265447,10.115375,850,1958,"1958-04-10",100,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1958,"1958-05-10",130,"Switzerland","Bauma"
46.177483,6.014089,400,1958,"1958-04-22",112,"Switzerland","Cartigny"
46.9213,6.637761,750,1958,"1958-05-07",127,"Switzerland","Couvet"
46.699461,8.850803,1200,1958,"1958-05-17",137,"Switzerland","Disentis"
46.898653,7.932344,910,1958,"1958-05-10",130,"Switzerland","Escholzmatt"
46.921942,9.172731,1000,1958,"1958-05-15",135,"Switzerland","Elm"
46.987397,8.068953,765,1958,"1958-05-09",129,"Switzerland","Entlebuch"
47.056436,7.012192,820,1958,"1958-05-08",128,"Switzerland","Enges"
46.400261,8.127792,1100,1958,"1958-05-05",125,"Switzerland","Fiesch"
47.415283,9.182167,630,1958,"1958-05-01",121,"Switzerland","Flawil"
46.736853,8.351842,1205,1958,"1958-05-23",143,"Switzerland","Gadmen"
46.274817,7.065661,1100,1958,"1958-05-08",128,"Switzerland","Gryon"
45.988267,7.180528,1350,1958,"1958-05-12",132,"Switzerland","Liddes"
47.002858,6.728592,1120,1958,"1958-05-05",125,"Switzerland","Les Ponts-de-Martel"
46.75275,8.137867,900,1958,"1958-05-07",127,"Switzerland","Meiringen I"
47.561983,7.850547,305,1958,"1958-05-01",121,"Switzerland","Möhlin"
47.108222,9.217372,500,1958,"1958-05-01",121,"Switzerland","Murg"
46.722633,6.536061,485,1958,"1958-05-04",124,"Switzerland","Orbe "
47.157753,7.214464,700,1958,"1958-05-06",126,"Switzerland","Orvin"
46.394025,8.655608,750,1958,"1958-04-30",120,"Switzerland","Prato-Sornico"
47.620414,8.542733,515,1958,"1958-05-05",125,"Switzerland","Rafz"
47.338319,8.153353,550,1958,"1958-04-14",104,"Switzerland","Seon"
47.050589,9.439256,480,1958,"1958-05-08",128,"Switzerland","Sargans II"
46.894217,8.252236,500,1958,"1958-05-02",122,"Switzerland","Sarnen"
46.048003,6.993797,1300,1958,"1958-05-15",135,"Switzerland","Trient"
46.709511,9.44165,700,1958,"1958-05-03",123,"Switzerland","Thusis"
46.622889,9.182461,1250,1958,"1958-05-25",145,"Switzerland","Vals"
46.290431,6.137128,440,1958,"1958-04-24",114,"Switzerland","Versoix"
46.712292,6.379286,850,1958,"1958-05-04",124,"Switzerland","Vallorbe"
47.223239,8.679778,480,1958,"1958-04-24",114,"Switzerland","Wädenswil"
47.289853,9.104422,625,1958,"1958-05-10",130,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1958,"1958-05-08",128,"Switzerland","Wiliberg"
47.350869,8.510678,530,1958,"1958-05-05",125,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1958,"1958-04-27",117,"Switzerland","Zürich-MeteoSchweiz"
47.291794,7.941003,440,1958,"1958-05-02",122,"Switzerland","Zofingen"
46.555264,7.373433,965,1958,"1958-05-10",130,"Switzerland","Zweisimmen"
46.756178,6.490211,660,1959,"1959-04-04",94,"Switzerland","L'Abergement"
46.236078,8.725292,350,1959,"1959-04-04",94,"Switzerland","Aurigeno"
46.265447,10.115375,850,1959,"1959-04-04",94,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1959,"1959-04-27",117,"Switzerland","Bauma"
46.177483,6.014089,400,1959,"1959-04-02",92,"Switzerland","Cartigny"
46.9213,6.637761,750,1959,"1959-04-14",104,"Switzerland","Couvet"
46.699461,8.850803,1200,1959,"1959-05-08",128,"Switzerland","Disentis"
46.898653,7.932344,910,1959,"1959-05-04",124,"Switzerland","Escholzmatt"
46.921942,9.172731,1000,1959,"1959-04-29",119,"Switzerland","Elm"
46.987397,8.068953,765,1959,"1959-04-15",105,"Switzerland","Entlebuch"
47.056436,7.012192,820,1959,"1959-04-16",106,"Switzerland","Enges"
47.415283,9.182167,630,1959,"1959-04-13",103,"Switzerland","Flawil"
46.736853,8.351842,1205,1959,"1959-05-30",150,"Switzerland","Gadmen"
46.274817,7.065661,1100,1959,"1959-04-20",110,"Switzerland","Gryon"
45.988267,7.180528,1350,1959,"1959-04-30",120,"Switzerland","Liddes"
46.498772,6.26595,900,1959,"1959-05-03",123,"Switzerland","Longirod"
47.002858,6.728592,1120,1959,"1959-04-28",118,"Switzerland","Les Ponts-de-Martel"
47.763636,8.612414,540,1959,"1959-04-10",100,"Switzerland","Merishausen"
47.108222,9.217372,500,1959,"1959-04-01",91,"Switzerland","Murg"
47.157753,7.214464,700,1959,"1959-04-20",110,"Switzerland","Orvin"
46.256639,7.092033,1100,1959,"1959-05-15",135,"Switzerland","Les Plans-sur-Bex"
46.761672,7.098294,680,1959,"1959-04-13",103,"Switzerland","Posieux"
46.394025,8.655608,750,1959,"1959-04-12",102,"Switzerland","Prato-Sornico"
47.620414,8.542733,515,1959,"1959-04-12",102,"Switzerland","Rafz"
47.338319,8.153353,550,1959,"1959-04-15",105,"Switzerland","Seon"
47.050589,9.439256,480,1959,"1959-04-04",94,"Switzerland","Sargans II"
46.195022,8.056794,1475,1959,"1959-05-18",138,"Switzerland","Simplon-Dorf"
46.894217,8.252236,500,1959,"1959-04-12",102,"Switzerland","Sarnen"
46.048003,6.993797,1300,1959,"1959-05-07",127,"Switzerland","Trient"
46.709511,9.44165,700,1959,"1959-04-08",98,"Switzerland","Thusis"
46.622889,9.182461,1250,1959,"1959-05-15",135,"Switzerland","Vals"
46.290431,6.137128,440,1959,"1959-04-08",98,"Switzerland","Versoix"
46.712292,6.379286,850,1959,"1959-04-18",108,"Switzerland","Vallorbe"
46.648728,7.182475,1050,1959,"1959-04-15",105,"Switzerland","La Valsainte"
47.223239,8.679778,480,1959,"1959-04-02",92,"Switzerland","Wädenswil"
47.289853,9.104422,625,1959,"1959-04-15",105,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1959,"1959-04-15",105,"Switzerland","Wiliberg"
47.350869,8.510678,530,1959,"1959-04-10",100,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1959,"1959-04-05",95,"Switzerland","Zürich-MeteoSchweiz"
47.291794,7.941003,440,1959,"1959-04-07",97,"Switzerland","Zofingen"
46.756178,6.490211,660,1960,"1960-04-08",99,"Switzerland","L'Abergement"
47.151194,7.254139,490,1960,"1960-04-15",106,"Switzerland","Biel"
46.265447,10.115375,850,1960,"1960-04-15",106,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1960,"1960-05-09",130,"Switzerland","Bauma"
46.177483,6.014089,400,1960,"1960-04-06",97,"Switzerland","Cartigny"
46.9213,6.637761,750,1960,"1960-04-23",114,"Switzerland","Couvet"
46.699461,8.850803,1200,1960,"1960-05-12",133,"Switzerland","Disentis"
46.898653,7.932344,910,1960,"1960-05-06",127,"Switzerland","Escholzmatt"
46.921942,9.172731,1000,1960,"1960-05-12",133,"Switzerland","Elm"
46.987397,8.068953,765,1960,"1960-05-03",124,"Switzerland","Entlebuch"
47.056436,7.012192,820,1960,"1960-05-06",127,"Switzerland","Enges"
47.415283,9.182167,630,1960,"1960-05-08",129,"Switzerland","Flawil"
46.736853,8.351842,1205,1960,"1960-05-15",136,"Switzerland","Gadmen"
46.274817,7.065661,1100,1960,"1960-05-01",122,"Switzerland","Gryon"
45.988267,7.180528,1350,1960,"1960-05-12",133,"Switzerland","Liddes"
47.002858,6.728592,1120,1960,"1960-05-10",131,"Switzerland","Les Ponts-de-Martel"
46.75275,8.137867,900,1960,"1960-04-21",112,"Switzerland","Meiringen I"
47.763636,8.612414,540,1960,"1960-04-20",111,"Switzerland","Merishausen"
47.108222,9.217372,500,1960,"1960-04-11",102,"Switzerland","Murg"
46.722633,6.536061,485,1960,"1960-04-15",106,"Switzerland","Orbe "
47.157753,7.214464,700,1960,"1960-04-22",113,"Switzerland","Orvin"
46.394025,8.655608,750,1960,"1960-04-24",115,"Switzerland","Prato-Sornico"
47.620414,8.542733,515,1960,"1960-04-19",110,"Switzerland","Rafz"
47.338319,8.153353,550,1960,"1960-04-16",107,"Switzerland","Seon"
47.050589,9.439256,480,1960,"1960-04-04",95,"Switzerland","Sargans II"
47.219356,8.5767,480,1960,"1960-04-18",109,"Switzerland","Sihlbrugg"
46.894217,8.252236,500,1960,"1960-04-10",101,"Switzerland","Sarnen"
46.048003,6.993797,1300,1960,"1960-05-10",131,"Switzerland","Trient"
46.709511,9.44165,700,1960,"1960-04-20",111,"Switzerland","Thusis"
46.290431,6.137128,440,1960,"1960-04-07",98,"Switzerland","Versoix"
46.712292,6.379286,850,1960,"1960-04-25",116,"Switzerland","Vallorbe"
46.648728,7.182475,1050,1960,"1960-04-25",116,"Switzerland","La Valsainte"
47.289853,9.104422,625,1960,"1960-04-20",111,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1960,"1960-04-15",106,"Switzerland","Wiliberg"
47.350869,8.510678,530,1960,"1960-04-15",106,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1960,"1960-04-07",98,"Switzerland","Zürich-MeteoSchweiz"
47.291794,7.941003,440,1960,"1960-04-10",101,"Switzerland","Zofingen"
46.756178,6.490211,660,1961,"1961-03-31",90,"Switzerland","L'Abergement"
46.236078,8.725292,350,1961,"1961-03-28",87,"Switzerland","Aurigeno"
47.151194,7.254139,490,1961,"1961-04-04",94,"Switzerland","Biel"
46.265447,10.115375,850,1961,"1961-04-12",102,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1961,"1961-04-16",106,"Switzerland","Bauma"
46.177483,6.014089,400,1961,"1961-03-27",86,"Switzerland","Cartigny"
46.9213,6.637761,750,1961,"1961-04-10",100,"Switzerland","Couvet"
46.699461,8.850803,1200,1961,"1961-04-17",107,"Switzerland","Disentis"
46.898653,7.932344,910,1961,"1961-04-10",100,"Switzerland","Escholzmatt"
46.921942,9.172731,1000,1961,"1961-04-25",115,"Switzerland","Elm"
46.987397,8.068953,765,1961,"1961-04-07",97,"Switzerland","Entlebuch"
47.056436,7.012192,820,1961,"1961-04-08",98,"Switzerland","Enges"
47.415283,9.182167,630,1961,"1961-04-08",98,"Switzerland","Flawil"
46.736853,8.351842,1205,1961,"1961-05-10",130,"Switzerland","Gadmen"
46.274817,7.065661,1100,1961,"1961-04-02",92,"Switzerland","Gryon"
45.988267,7.180528,1350,1961,"1961-04-19",109,"Switzerland","Liddes"
46.498772,6.26595,900,1961,"1961-04-08",98,"Switzerland","Longirod"
47.002858,6.728592,1120,1961,"1961-04-17",107,"Switzerland","Les Ponts-de-Martel"
46.75275,8.137867,900,1961,"1961-04-10",100,"Switzerland","Meiringen I"
47.763636,8.612414,540,1961,"1961-04-06",96,"Switzerland","Merishausen"
47.108222,9.217372,500,1961,"1961-04-10",100,"Switzerland","Murg"
47.157753,7.214464,700,1961,"1961-04-06",96,"Switzerland","Orvin"
46.394025,8.655608,750,1961,"1961-04-01",91,"Switzerland","Prato-Sornico"
47.620414,8.542733,515,1961,"1961-04-09",99,"Switzerland","Rafz"
47.338319,8.153353,550,1961,"1961-04-10",100,"Switzerland","Seon"
47.050589,9.439256,480,1961,"1961-04-08",98,"Switzerland","Sargans II"
46.894217,8.252236,500,1961,"1961-04-04",94,"Switzerland","Sarnen"
46.048003,6.993797,1300,1961,"1961-04-20",110,"Switzerland","Trient"
46.709511,9.44165,700,1961,"1961-04-16",106,"Switzerland","Thusis"
46.290431,6.137128,440,1961,"1961-03-31",90,"Switzerland","Versoix"
46.712292,6.379286,850,1961,"1961-04-06",96,"Switzerland","Vallorbe"
46.648728,7.182475,1050,1961,"1961-04-01",91,"Switzerland","La Valsainte"
47.289853,9.104422,625,1961,"1961-04-08",98,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1961,"1961-04-06",96,"Switzerland","Wiliberg"
47.350869,8.510678,530,1961,"1961-04-08",98,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1961,"1961-03-25",84,"Switzerland","Zürich-MeteoSchweiz"
47.291794,7.941003,440,1961,"1961-04-05",95,"Switzerland","Zofingen"
46.756178,6.490211,660,1962,"1962-04-26",116,"Switzerland","L'Abergement"
46.265447,10.115375,850,1962,"1962-04-30",120,"Switzerland","Brusio-Piazzo"
46.177483,6.014089,400,1962,"1962-04-27",117,"Switzerland","Cartigny"
46.868244,9.5419,640,1962,"1962-05-04",124,"Switzerland","Chur"
46.9213,6.637761,750,1962,"1962-05-08",128,"Switzerland","Couvet"
46.699461,8.850803,1200,1962,"1962-05-22",142,"Switzerland","Disentis"
46.898653,7.932344,910,1962,"1962-05-10",130,"Switzerland","Escholzmatt"
46.921942,9.172731,1000,1962,"1962-06-01",152,"Switzerland","Elm"
46.987397,8.068953,765,1962,"1962-05-08",128,"Switzerland","Entlebuch"
47.056436,7.012192,820,1962,"1962-05-09",129,"Switzerland","Enges"
47.415283,9.182167,630,1962,"1962-05-10",130,"Switzerland","Flawil"
46.736853,8.351842,1205,1962,"1962-06-15",166,"Switzerland","Gadmen"
46.274817,7.065661,1100,1962,"1962-05-14",134,"Switzerland","Gryon"
46.498772,6.26595,900,1962,"1962-05-13",133,"Switzerland","Longirod"
47.002858,6.728592,1120,1962,"1962-05-05",125,"Switzerland","Les Ponts-de-Martel"
46.75275,8.137867,900,1962,"1962-05-05",125,"Switzerland","Meiringen I"
47.763636,8.612414,540,1962,"1962-04-28",118,"Switzerland","Merishausen"
47.561983,7.850547,305,1962,"1962-04-22",112,"Switzerland","Möhlin"
47.108222,9.217372,500,1962,"1962-04-24",114,"Switzerland","Murg"
47.126578,7.613264,485,1962,"1962-05-07",127,"Switzerland","Oeschberg"
47.157753,7.214464,700,1962,"1962-05-08",128,"Switzerland","Orvin"
46.394025,8.655608,750,1962,"1962-05-10",130,"Switzerland","Prato-Sornico"
47.620414,8.542733,515,1962,"1962-04-29",119,"Switzerland","Rafz"
47.338319,8.153353,550,1962,"1962-05-04",124,"Switzerland","Seon"
47.050589,9.439256,480,1962,"1962-04-28",118,"Switzerland","Sargans II"
46.894217,8.252236,500,1962,"1962-04-26",116,"Switzerland","Sarnen"
46.048003,6.993797,1300,1962,"1962-05-21",141,"Switzerland","Trient"
46.709511,9.44165,700,1962,"1962-05-06",126,"Switzerland","Thusis"
46.622889,9.182461,1250,1962,"1962-05-27",147,"Switzerland","Vals"
46.290431,6.137128,440,1962,"1962-04-24",114,"Switzerland","Versoix"
46.712292,6.379286,850,1962,"1962-05-08",128,"Switzerland","Vallorbe"
46.648728,7.182475,1050,1962,"1962-04-10",100,"Switzerland","La Valsainte"
47.277122,8.916314,620,1962,"1962-05-03",123,"Switzerland","Wald, ZH"
47.289853,9.104422,625,1962,"1962-05-08",128,"Switzerland","Wattwil, SG"
