id,city,lat,long,alt,date,tmax,tmin
GME00127786,Liestal,47.481403,7.730519,350,2023-03-27,13,5
GME00127786,Liestal,47.481403,7.730519,350,2023-03-28,15,6
GME00127786,Liestal,47.481403,7.730519,350,2023-03-29,14,6
GME00127786,Liestal,47.481403,7.730519,350,2023-03-30,14,5
GME00127786,Liestal,47.481403,7.730519,350,2023-03-31,14,6
GME00127786,Liestal,47.481403,7.730519,350,2023-04-01,15,0
GME00127786,Liestal,47.481403,7.730519,350,2023-04-02,12,0
GME00127786,Liestal,47.481403,7.730519,350,2023-04-03,10,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-04,10,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-05,11,0
GME00127786,Liestal,47.481403,7.730519,350,2023-04-06,11,0
GME00127786,Liestal,47.481403,7.730519,350,2023-04-07,11,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-08,13,5
GME00127786,Liestal,47.481403,7.730519,350,2023-04-09,15,6
GME00127786,Liestal,47.481403,7.730519,350,2023-04-10,15,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-11,12,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-12,12,0
GME00127786,Liestal,47.481403,7.730519,350,2023-04-13,12,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-14,12,2
GME00127786,Liestal,47.481403,7.730519,350,2023-04-15,12,3
GME00127786,Liestal,47.481403,7.730519,350,2023-04-16,16,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-17,12,0
GME00127786,Liestal,47.481403,7.730519,350,2023-04-18,13,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-19,13,1
GME00127786,Liestal,47.481403,7.730519,350,2023-04-20,13,2
GME00127786,Liestal,47.481403,7.730519,350,2023-04-21,13,4
GME00127786,Liestal,47.481403,7.730519,350,2023-04-22,13,6
GME00127786,Liestal,47.481403,7.730519,350,2023-04-23,14,6
GME00127786,Liestal,47.481403,7.730519,350,2023-04-24,14,5
GME00127786,Liestal,47.481403,7.730519,350,2023-04-25,14,4
GME00127786,Liestal,47.481403,7.730519,350,2023-04-26,14,2
GME00127786,Liestal,47.481403,7.730519,350,2023-04-27,14,6
GME00127786,Liestal,47.481403,7.730519,350,2023-04-28,16,3
GME00127786,Liestal,47.481403,7.730519,350,2023-04-29,16,3
GME00127786,Liestal,47.481403,7.730519,350,2023-04-30,15,5
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-01,11,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-02,13,1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-03,9,3
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-04,11,3
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-05,11,1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-06,9,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-07,11,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-08,10,5
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-09,9,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-10,10,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-11,12,3
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-12,11,-1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-13,9,-1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-14,9,-1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-15,10,0
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-16,13,3
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-17,16,7
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-18,15,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-19,12,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-20,11,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-21,12,3
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-22,14,-1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-23,13,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-24,15,5
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-25,15,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-26,16,1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-27,15,1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-28,13,6
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-29,16,8
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-30,18,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-03-31,19,2
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-01,14,1
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-02,13,5
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-03,14,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-04,15,3
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-05,15,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-06,14,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-07,14,5
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-08,15,5
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-09,16,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-10,17,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-11,17,4
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-12,17,5
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-13,17,9
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-14,20,10
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-15,19,12
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-16,25,8
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-17,23,5
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-18,17,6
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-19,19,6
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-20,20,7
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-21,19,6
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-22,23,6
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-23,18,7
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-24,20,8
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-25,22,11
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-26,25,7
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-27,21,10
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-28,20,8
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-29,21,9
USC00186350,Washingtondc,38.885350,-77.0386278,0,2023-04-30,21,9
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-01,5,0
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-02,5,2
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-03,6,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-04,5,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-05,6,2
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-06,5,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-07,5,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-08,6,2
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-09,8,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-10,9,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-11,9,2
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-12,9,3
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-13,9,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-14,9,3
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-15,9,2
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-16,8,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-17,8,2
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-18,9,3
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-19,10,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-20,10,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-21,10,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-22,10,2
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-23,10,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-24,10,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-25,10,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-26,10,3
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-27,10,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-28,10,1
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-29,9,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-30,9,5
CA001108395,Vancouver,49.223700,–123.1636,24,2023-03-31,10,5
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-01,10,2
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-02,10,6
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-03,12,5
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-04,13,3
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-05,11,3
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-06,11,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-07,12,3
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-08,11,3
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-09,12,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-10,11,5
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-11,12,4
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-12,13,5
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-13,13,6
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-14,13,7
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-15,13,8
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-16,13,9
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-17,14,8
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-18,16,7
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-19,16,8
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-20,16,8
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-21,16,8
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-22,16,8
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-23,17,9
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-24,17,9
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-25,17,8
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-26,18,8
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-27,18,9
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-28,17,9
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-29,18,9
CA001108395,Vancouver,49.223700,–123.1636,24,2023-04-30,18,10
